R0: PRELIMINARY DATA                                                                                                                                                                                    ,,,,,,,,,,,,,,,
TIME_UTC, P, T, TAS, U, V, W, TEDR, REYN, G_LAT, G_LONG, G_ALT, POT, ROLL, HDG, PITCH                                                                                                                   
68303.32,100766,28743,11093,-90,-69,-120,-561,469,3743094,-12205563,-217,28680,2960,34966,2142
68304.32,100513,28725,10983,-91,-74,120,-761,487,3743190,-12205605,-165,28683,4054,35748,2319
68305.32,100192,28702,10839,-77,-65,197,-769,480,3743287,-12205639,-61,28687,4648,542,2406
68306.32,99810,28677,10677,-70,-75,316,-923,479,3743385,-12205655,129,28693,5288,1343,2463
68307.32,99433,28654,10477,-99,-43,415,-747,485,3743480,-12205647,535,28701,5574,2184,2470
68308.32,99069,28630,10270,-103,-9,401,-874,489,3743571,-12205619,1050,28707,5900,2995,2435
68309.32,98787,28610,10110,-129,-5,828,-842,502,3743659,-12205582,1602,28710,6037,3686,2304
68310.32,98436,28579,9998,-180,-3,638,-703,511,3743738,-12205528,2111,28708,6077,4456,2180
68311.32,98114,28541,9906,-164,-32,896,-799,504,3743812,-12205472,2473,28697,6122,5153,2047
68312.32,97780,28532,9754,-129,3,927,-683,494,3743878,-12205403,2792,28716,6209,5950,1918
68313.32,97525,28528,9651,-169,140,673,-731,503,3743932,-12205323,3020,28733,6101,6759,1805
68314.32,97290,28522,9571,-187,223,747,-592,523,3743981,-12205238,3203,28747,6033,7537,1677
68315.32,97117,28502,9552,-153,166,784,-841,515,3744022,-12205143,3380,28741,6028,8198,1486
68316.32,97037,28480,9623,-218,161,987,-848,529,3744051,-12205043,3572,28725,5560,8769,1340
68317.32,96946,28465,9658,-180,152,633,-617,519,3744068,-12204939,3742,28719,4451,9238,1297
68318.32,96806,28450,9739,-190,172,103,-623,529,3744078,-12204833,3893,28715,3412,9591,1460
68319.37,96699,28440,9763,-145,113,-50,-724,505,3744082,-12204724,4007,28714,2491,9791,1578
68320.37,96601,28441,9816,-137,240,-295,-588,523,3744081,-12204618,4135,28723,1712,9923,1740
68321.37,96409,28410,9820,-113,142,-244,-536,505,3744076,-12204509,4255,28709,1203,10091,1832
68322.37,96288,28390,9867,-144,129,120,-746,514,3744067,-12204400,4385,28699,1013,10080,1899
68323.37,96116,28390,9872,-115,199,-252,-889,521,3744056,-12204293,4542,28713,429,10136,1934
68324.37,95903,28379,9869,-95,233,88,-581,491,3744040,-12204187,4714,28721,281,10228,1976
68325.37,95702,28366,9895,-115,275,453,-718,529,3744025,-12204081,4888,28725,273,10244,1949
68326.37,95483,28351,9853,-58,294,382,-635,530,3744010,-12203974,5070,28727,103,10306,1983
68327.37,95259,28339,9861,-49,358,452,-667,539,3743993,-12203868,5260,28735,-17,10331,1989
68328.37,95049,28319,9897,-58,438,192,-641,549,3743976,-12203764,5453,28732,-155,10362,1963
68329.37,94819,28302,9906,-52,507,604,-718,553,3743958,-12203656,5650,28735,5,10432,1919
68330.37,94600,28291,9951,-81,530,693,-566,558,3743941,-12203553,5850,28743,129,10488,1872
68331.37,94386,28266,9967,-76,525,441,-777,552,3743923,-12203445,6051,28737,61,10544,1848
68332.37,94172,28244,9980,-90,430,577,-710,546,3743904,-12203340,6250,28733,4,10533,1821
68333.37,93965,28237,9984,-46,488,191,-649,552,3743886,-12203235,6444,28743,-69,10477,1779
68334.37,93756,28234,9956,24,515,126,-543,554,3743867,-12203128,6637,28759,-75,10556,1752
68335.37,93551,28215,10023,-23,460,107,-653,547,3743848,-12203020,6826,28758,-48,10583,1761
68336.37,93362,28199,10010,18,444,406,-693,549,3743828,-12202914,7008,28758,62,10558,1705
68337.37,93164,28184,9989,63,377,347,-554,544,3743808,-12202806,7183,28760,-66,10597,1738
68338.37,92964,28158,10064,7,303,421,-607,530,3743788,-12202700,7352,28751,-166,10549,1739
68339.37,92783,28138,10137,-9,356,-145,-614,539,3743766,-12202590,7518,28747,-131,10486,1726
68340.37,92582,28133,10189,-2,459,-402,-441,545,3743746,-12202481,7686,28760,-297,10558,1783
68341.37,92388,28109,10257,-42,475,25,-693,550,3743724,-12202375,7857,28752,-252,10613,1771
68342.37,92195,28096,10241,-6,456,272,-652,547,3743703,-12202264,8030,28756,-121,10583,1746
68343.37,91991,28082,10387,-128,497,727,-639,551,3743682,-12202155,8204,28760,-388,10583,1762
68344.37,91802,28068,10399,-92,509,180,-668,552,3743660,-12202045,8380,28762,-393,10569,1683
68345.37,91608,28051,10480,-119,481,-1710,-473,556,3743639,-12201934,8555,28762,-349,10544,1760
68346.37,91407,28017,10433,-46,542,-632,-521,554,3743617,-12201825,8733,28745,-211,10545,1658
68347.37,91229,27997,10397,-5,420,238,-681,546,3743597,-12201714,8907,28741,-216,10591,1565
68348.37,91042,27991,10494,-38,403,-787,-546,546,3743576,-12201603,9080,28752,-475,10450,1595
68349.37,90856,27992,10496,11,454,25,-654,547,3743555,-12201490,9248,28769,-698,10423,1523
68350.37,90693,27986,10533,62,532,51,-722,553,3743534,-12201376,9410,28778,-622,10438,1508
68351.37,90530,27975,10595,88,610,-490,-730,559,3743513,-12201261,9565,28781,-459,10459,1515
68352.37,90357,27957,10606,132,596,-82,-592,561,3743493,-12201146,9713,28779,-459,10476,1525
68353.37,90201,27932,10695,95,596,548,-724,557,3743474,-12201033,9859,28768,-458,10427,1488
68354.37,90048,27920,10730,124,576,231,-684,560,3743454,-12200915,10006,28769,-519,10386,1477
68355.37,89879,27901,10802,114,570,214,-657,556,3743435,-12200798,10155,28765,-396,10374,1501
68356.37,89732,27883,10898,77,539,-327,-608,554,3743416,-12200679,10306,28760,-332,10352,1470
68357.37,89554,27870,10981,48,502,-587,-557,549,3743398,-12200560,10458,28763,-302,10316,1520
68358.37,89384,27856,11035,54,562,-562,-785,558,3743379,-12200442,10611,28763,-284,10295,1533
68359.37,89206,27832,11181,-35,622,-388,-640,562,3743360,-12200321,10765,28755,-393,10342,1552
68360.37,89019,27816,11157,41,647,-286,-548,563,3743342,-12200201,10922,28756,-423,10316,1558
68361.37,88825,27800,11143,62,499,115,-733,548,3743323,-12200080,11079,28758,-413,10288,1572
68362.37,88638,27777,11148,81,489,1348,-582,552,3743305,-12199958,11239,28751,8,10202,1514
68363.37,88458,27768,11156,163,583,-85,-682,560,3743287,-12199835,11404,28758,57,10304,1500
68364.37,88267,27770,11152,236,622,-894,-645,563,3743268,-12199713,11575,28778,-27,10385,1597
68365.37,88083,27765,11168,266,652,-592,-926,564,3743250,-12199589,11749,28790,-268,10389,1540
68366.37,87907,27760,11202,274,631,-747,-810,564,3743231,-12199465,11923,28802,-256,10365,1523
68367.37,87725,27750,11237,285,652,-458,-679,566,3743213,-12199340,12093,28808,-331,10349,1517
68368.37,87549,27744,11308,256,657,-18,-888,564,3743195,-12199216,12262,28819,-289,10355,1504
68369.37,87371,27729,11339,263,630,343,-686,564,3743176,-12199090,12430,28819,-275,10331,1481
68370.37,87188,27708,11380,269,613,98,-1074,563,3743158,-12198966,12600,28815,-256,10314,1497
68371.37,87017,27689,11445,252,607,-188,-879,562,3743139,-12198838,12770,28811,-264,10304,1508
68372.37,86834,27679,11473,261,581,-286,-803,561,3743121,-12198712,12942,28818,-138,10300,1533
68373.37,86643,27678,11536,233,573,-427,-921,558,3743102,-12198584,13115,28836,-138,10292,1568
68374.37,86459,27677,11596,189,601,-329,-786,559,3743084,-12198456,13289,28851,-181,10307,1537
68375.37,86275,27666,11640,138,601,-190,-804,559,3743065,-12198329,13465,28858,-103,10289,1467
68376.37,86081,27657,11635,136,626,-248,-1085,561,3743047,-12198200,13644,28867,-120,10293,1409
68377.37,85899,27649,11645,89,636,-76,-882,560,3743029,-12198073,13819,28876,-199,10308,1278
68378.37,85748,27640,11634,46,602,82,-862,556,3743010,-12197944,13992,28882,-196,10263,1180
68379.37,85619,27628,11571,65,592,320,-867,557,3742992,-12197816,14160,28882,-76,10266,1079
68380.37,85515,27614,11532,62,565,608,-832,556,3742974,-12197688,14310,28877,207,10296,985
68381.37,85429,27595,11497,77,598,875,-961,557,3742955,-12197560,14435,28865,217,10330,883
68382.37,85367,27585,11458,94,548,864,-736,554,3742939,-12197434,14563,28860,234,10378,837
68383.37,85298,27579,11397,129,476,682,-700,548,3742921,-12197305,14681,28861,177,10381,897
68384.37,85233,27575,11376,137,488,690,-860,550,3742902,-12197178,14784,28863,274,10429,915
68385.37,85176,27571,11336,149,471,674,-765,549,3742884,-12197051,14868,28865,170,10463,936
68386.37,85133,27559,11322,139,486,619,-821,550,3742861,-12196926,14907,28856,18,10462,873
68387.37,85088,27555,11288,154,515,435,-799,552,3742840,-12196801,14941,28857,-81,10466,814
68388.37,85054,27552,11258,164,521,286,-840,552,3742819,-12196676,14960,28856,-99,10479,788
68389.37,85014,27549,11216,183,512,157,-930,553,3742797,-12196551,14966,28857,-115,10487,794
68390.37,84985,27543,11176,205,521,101,-807,553,3742775,-12196428,14949,28853,-64,10489,774
68391.37,84948,27540,11128,230,507,44,-904,553,3742751,-12196304,14889,28854,-37,10506,804
68392.37,84912,27536,11079,255,496,-80,-737,553,3742727,-12196180,14841,28854,24,10524,836
68393.37,84866,27547,11056,242,477,38,-901,551,3742706,-12196054,14846,28869,68,10544,917
68394.37,84841,27536,11063,204,505,-37,-749,552,3742684,-12195933,14861,28860,21,10561,919
68395.37,84803,27551,11027,205,528,210,-635,555,3742661,-12195809,14879,28880,27,10585,939
68396.37,84771,27547,11058,134,529,932,-757,552,3742639,-12195688,14902,28879,10,10604,897
68397.37,84738,27530,11021,146,558,557,-809,554,3742616,-12195566,14929,28864,-138,10596,894
68398.37,84706,27521,10998,140,565,712,-714,556,3742593,-12195445,14961,28857,-125,10609,848
68399.37,84679,27516,10993,134,611,562,-811,559,3742571,-12195323,14996,28855,-119,10611,801
68400.37,84644,27512,10952,162,623,192,-860,559,3742548,-12195204,15027,28854,-178,10640,795
68401.37,84629,27507,10918,181,612,223,-763,560,3742526,-12195084,15055,28850,-178,10618,757
68402.37,84617,27504,10878,211,601,35,-780,559,3742504,-12194963,15080,28849,-224,10613,736
68403.37,84613,27516,10859,225,596,-265,-773,559,3742482,-12194844,15099,28862,-232,10606,736
68404.37,84611,27547,10848,232,583,-593,-880,558,3742460,-12194722,15110,28894,-156,10611,731
68405.37,84625,27554,10804,280,581,-738,-845,561,3742439,-12194602,15115,28900,-113,10604,692
68406.37,84641,27562,10770,324,578,-672,-798,561,3742416,-12194481,15112,28907,-202,10613,671
68407.37,84660,27567,10793,327,601,-68,-882,563,3742394,-12194361,15100,28911,-225,10624,621
68408.37,84688,27569,10859,290,619,295,-730,562,3742372,-12194241,15078,28909,-165,10623,600
68409.37,84710,27573,10895,275,610,295,-816,562,3742350,-12194120,15049,28912,-144,10617,619
68410.37,84717,27576,10923,262,593,390,-764,559,3742328,-12194000,15017,28915,-204,10613,678
68411.37,84731,27568,10955,253,643,380,-809,563,3742305,-12193878,14986,28905,-208,10603,718
68412.37,84748,27569,10985,229,654,483,-944,563,3742284,-12193756,14962,28903,-219,10625,740
68413.37,84752,27568,10983,232,652,449,-765,563,3742261,-12193634,14942,28902,-118,10616,750
68414.37,84750,27563,10973,238,656,425,-841,563,3742238,-12193514,14928,28897,-131,10618,773
68415.37,84747,27556,10974,232,655,395,-850,563,3742217,-12193391,14920,28890,-220,10629,780
68416.37,84736,27555,10987,210,654,325,-823,562,3742194,-12193270,14917,28890,-223,10599,788
68417.37,84726,27552,10990,195,646,260,-876,562,3742172,-12193150,14913,28888,-181,10595,794
68418.37,84720,27553,10970,202,631,269,-775,561,3742150,-12193029,14912,28889,-123,10599,779
68419.37,84720,27551,10979,191,644,188,-905,562,3742128,-12192906,14915,28888,-101,10601,730
68420.37,84713,27551,10972,194,627,404,-880,562,3742106,-12192786,14922,28888,-118,10598,707
68421.37,84716,27543,10999,172,628,333,-656,561,3742084,-12192664,14930,28880,-176,10584,676
68422.37,84710,27528,10998,175,616,-35,-790,559,3742062,-12192543,14931,28864,-262,10572,720
68423.37,84714,27528,10968,206,601,68,-881,560,3742041,-12192421,14932,28864,-232,10559,713
