R0: PRELIMINARY DATA                                                                                                                                                                                    ,,,,,,,,,,,,,,,
TIME_UTC, P, T, TAS, U, V, W, TEDR, REYN, G_LAT, G_LONG, G_ALT, POT, ROLL, HDG, PITCH                                                                                                                   
68379.15,99252,29322,9855,186,-238,1567,-735,527,3743062,-12205616,775,29385,6499,3042,2381
68380.15,98951,29330,9633,236,-207,1727,-809,531,3743144,-12205589,1006,29419,6719,3903,2243
68381.15,98659,29330,9495,206,-192,1813,-776,525,3743219,-12205542,1226,29443,6756,4746,2090
68382.15,98362,29297,9457,149,-239,1792,-604,527,3743285,-12205479,1442,29436,6763,5599,1894
68383.15,98115,29366,9440,100,-279,1811,-772,528,3743343,-12205400,1710,29526,6629,6416,1716
68384.15,97917,29461,9442,15,-229,1591,-878,515,3743388,-12205295,2096,29639,6369,7207,1586
68385.15,97699,29454,9351,61,-168,1715,-616,501,3743422,-12205185,2499,29650,6133,8002,1502
68386.15,97578,29461,9288,132,-162,1507,-767,510,3743446,-12205082,2715,29668,6014,8711,1400
68387.15,97516,29459,9228,214,-120,1389,-726,515,3743460,-12204973,2942,29672,5415,9339,1313
68388.15,97471,29470,9220,289,-63,1172,-732,527,3743466,-12204859,3119,29686,4446,9801,1300
68389.15,97415,29468,9245,351,4,706,-737,534,3743464,-12204750,3250,29689,3213,10126,1368
68390.15,97342,29537,9346,352,92,602,-673,535,3743456,-12204643,3360,29765,2262,10316,1439
68391.15,97269,29600,9512,278,178,547,-894,529,3743443,-12204534,3470,29835,1418,10430,1482
68392.15,97179,29624,9654,212,132,217,-665,518,3743426,-12204425,3595,29867,715,10456,1479
68393.15,97068,29674,9751,182,126,181,-832,515,3743407,-12204315,3727,29927,619,10402,1510
68394.15,96936,29702,9759,242,138,97,-956,523,3743386,-12204208,3861,29967,345,10473,1537
68395.2,96803,29710,9832,229,127,62,-721,519,3743365,-12204097,3993,29987,294,10516,1555
68396.2,96678,29703,9878,249,181,171,-1155,525,3743343,-12203988,4116,29991,144,10525,1543
68397.2,96538,29713,9936,247,191,202,-711,525,3743321,-12203880,4242,30014,86,10571,1550
68398.2,96399,29730,9984,243,161,125,-788,522,3743299,-12203769,4372,30044,55,10577,1544
68399.2,96249,29807,10047,236,194,220,-946,525,3743275,-12203659,4502,30135,34,10558,1545
68400.2,96099,29847,10055,288,234,174,-864,534,3743251,-12203548,4638,30189,-52,10611,1541
68401.2,95951,29855,10100,311,307,187,-802,542,3743227,-12203437,4776,30210,-60,10655,1528
68402.2,95800,29854,10184,283,347,182,-1069,542,3743203,-12203325,4916,30222,-74,10678,1520
68403.2,95644,29850,10228,289,369,219,-881,545,3743179,-12203212,5057,30232,-49,10693,1526
68404.2,95486,29901,10314,255,416,197,-792,547,3743154,-12203099,5202,30298,-104,10726,1551
68405.2,95329,30022,10468,142,457,172,-628,545,3743129,-12202987,5348,30435,-19,10756,1580
68406.2,95168,30044,10510,101,392,308,-698,539,3743104,-12202872,5498,30472,-33,10733,1582
68407.2,95002,30045,10536,78,334,250,-621,534,3743079,-12202760,5648,30488,-112,10685,1567
68408.2,94827,30045,10527,90,264,277,-618,525,3743054,-12202645,5799,30504,-118,10638,1561
68409.2,94651,30033,10555,81,256,278,-893,522,3743029,-12202532,5954,30508,-20,10618,1553
68410.2,94480,30025,10579,85,274,285,-913,524,3743004,-12202417,6110,30516,10,10649,1546
68411.2,94305,30024,10592,89,245,199,-881,518,3742978,-12202304,6270,30531,-31,10664,1562
68412.2,94129,30015,10623,76,232,143,-970,517,3742951,-12202188,6433,30539,-177,10647,1570
68413.2,93948,30033,10618,110,255,63,-910,522,3742925,-12202074,6600,30574,-219,10630,1583
68414.2,93769,30057,10593,168,304,52,-897,530,3742899,-12201958,6767,30614,-277,10650,1591
68415.2,93591,30051,10589,202,346,79,-806,539,3742873,-12201844,6934,30625,-282,10665,1590
68416.2,93413,30041,10608,210,388,134,-1059,540,3742847,-12201725,7101,30632,-278,10677,1592
68417.2,93241,30020,10655,175,381,145,-871,540,3742821,-12201611,7268,30626,-279,10672,1578
68418.2,93073,30003,10696,147,365,137,-763,536,3742796,-12201495,7435,30625,-318,10639,1548
68419.2,92905,29985,10744,117,358,114,-677,532,3742771,-12201379,7601,30622,-320,10619,1519
68420.2,92736,29972,10766,115,346,235,-819,533,3742746,-12201261,7765,30625,-150,10606,1504
68421.2,92570,29958,10813,92,345,306,-836,533,3742720,-12201142,7935,30626,-170,10608,1485
68422.2,92406,29946,10867,73,363,217,-802,534,3742695,-12201025,8100,30629,-244,10599,1483
68423.2,92239,29935,10889,84,375,188,-826,535,3742670,-12200907,8260,30634,-330,10586,1482
68424.2,92075,29928,10899,109,397,234,-798,538,3742645,-12200788,8414,30642,-289,10575,1487
68425.2,91916,29925,10907,144,441,172,-952,543,3742620,-12200669,8567,30654,-377,10586,1478
68426.2,91757,29927,10913,177,462,176,-781,545,3742596,-12200550,8720,30672,-286,10584,1446
68427.2,91602,29918,10955,182,503,231,-976,548,3742572,-12200431,8873,30678,-125,10586,1417
68428.2,91446,29915,10976,206,528,276,-888,551,3742548,-12200310,9023,30689,-120,10563,1399
68429.2,91294,29917,11017,216,562,265,-1153,554,3742524,-12200189,9171,30706,-227,10562,1378
68430.2,91144,29907,11071,203,547,272,-865,552,3742501,-12200069,9315,30710,-233,10520,1351
68431.2,91002,29894,11134,167,492,286,-852,548,3742478,-12199948,9456,30711,-222,10493,1330
68432.2,90857,29880,11199,151,496,253,-683,545,3742455,-12199824,9595,30710,-265,10469,1342
68433.2,90707,29865,11241,146,483,200,-900,544,3742432,-12199700,9733,30709,-234,10419,1388
68434.2,90560,29851,11282,133,450,146,-899,543,3742410,-12199578,9874,30709,-270,10394,1402
68435.2,90407,29838,11316,137,465,140,-818,544,3742388,-12199454,10019,30711,-203,10380,1410
68436.2,90255,29826,11351,136,474,137,-825,545,3742367,-12199330,10166,30713,-249,10357,1412
68437.2,90100,29817,11389,131,480,158,-807,546,3742345,-12199206,10316,30719,-177,10346,1404
68438.2,89940,29811,11450,100,486,184,-845,546,3742324,-12199081,10469,30728,-186,10333,1397
68439.2,89780,29810,11514,68,496,228,-993,545,3742304,-12198954,10625,30743,-253,10307,1382
68440.2,89622,29805,11561,57,512,191,-941,547,3742283,-12198828,10782,30753,-401,10273,1362
68441.2,89468,29818,11580,69,489,106,-819,544,3742263,-12198701,10939,30781,-897,10197,1356
68442.2,89306,29822,11583,98,466,-72,-775,543,3742244,-12198575,11096,30802,-1798,10005,1365
68443.2,89131,29825,11595,112,450,-175,-1188,542,3742227,-12198448,11251,30822,-2374,9720,1411
68444.2,88960,29836,11581,140,439,-308,-908,541,3742213,-12198319,11406,30850,-2504,9445,1433
68445.2,88774,29837,11537,196,455,-509,-923,544,3742203,-12198188,11566,30870,-2612,9182,1479
68446.2,88587,29828,11520,211,459,-471,-942,546,3742198,-12198056,11737,30879,-2696,8907,1525
68447.2,88400,29811,11502,216,452,-342,-983,544,3742197,-12197925,11913,30880,-2718,8638,1564
68448.2,88206,29793,11491,209,470,-353,-1151,546,3742200,-12197795,12098,30881,-2733,8388,1606
68449.2,87997,29778,11464,210,495,-400,-879,548,3742208,-12197664,12291,30885,-2766,8117,1672
68450.2,87780,29760,11445,192,507,-511,-1082,548,3742220,-12197536,12490,30889,-2842,7829,1736
68451.2,87570,29741,11438,157,498,-553,-728,546,3742238,-12197406,12699,30890,-2924,7555,1761
68452.2,87345,29728,11433,111,510,-602,-921,546,3742260,-12197280,12916,30899,-2974,7273,1784
68453.2,87111,29716,11425,58,536,-587,-845,547,3742287,-12197155,13138,30910,-2691,7025,1812
68454.2,86885,29703,11416,10,524,-458,-796,547,3742318,-12197032,13363,30920,-2006,6873,1840
68455.2,86666,29688,11390,-10,490,-176,-902,543,3742354,-12196911,13590,30927,-886,6841,1833
68456.2,86455,29676,11347,-4,444,163,-756,536,3742391,-12196793,13816,30936,-64,6894,1810
68457.2,86232,29662,11315,-21,484,179,-923,543,3742429,-12196674,14041,30944,-91,6937,1789
68458.2,86008,29650,11279,-6,470,151,-797,541,3742467,-12196556,14267,30954,-277,6892,1754
68459.2,85792,29637,11263,-18,450,65,-879,540,3742505,-12196439,14488,30964,-495,6843,1710
68460.2,85586,29626,11234,-30,444,32,-880,539,3742544,-12196324,14706,30973,-585,6781,1617
68461.2,85396,29615,11209,-38,422,48,-866,538,3742584,-12196205,14917,30981,-601,6725,1544
68462.2,85223,29604,11171,-45,412,88,-733,537,3742625,-12196089,15114,30988,-580,6700,1435
68463.2,85073,29593,11129,-55,409,118,-936,537,3742666,-12195975,15302,30992,-615,6658,1279
68464.2,84955,29583,11074,-47,413,111,-864,536,3742707,-12195861,15493,30994,-734,6613,1142
68465.2,84857,29575,11032,-41,417,86,-828,536,3742749,-12195748,15663,30995,-832,6547,996
68466.2,84793,29568,10987,-10,411,68,-597,532,3742790,-12195635,15814,30995,-881,6476,866
68467.2,84749,29567,10946,21,445,56,-841,540,3742834,-12195524,15954,30998,-807,6400,830
68468.2,84710,29564,10943,30,455,48,-824,542,3742878,-12195411,16049,30999,-779,6337,809
68469.2,84677,29563,10947,40,459,86,-787,541,3742925,-12195299,16084,31001,-649,6285,803
68470.2,84650,29560,10955,48,455,127,-945,540,3742974,-12195186,16073,31002,-409,6252,810
68471.2,84636,29558,10972,39,456,180,-887,540,3743025,-12195075,16047,31001,-342,6232,784
68472.2,84620,29555,10987,33,453,129,-858,540,3743076,-12194963,16016,30999,-356,6198,767
68473.2,84593,29554,10990,53,430,115,-896,536,3743128,-12194851,15983,31001,-324,6155,808
68474.2,84572,29553,10997,55,417,154,-896,537,3743179,-12194740,15953,31002,-231,6140,818
68475.2,84554,29549,11007,46,420,118,-1256,536,3743229,-12194630,15942,31000,-205,6125,838
68476.2,84536,29547,11032,18,424,138,-1000,535,3743281,-12194519,15931,30999,-44,6118,811
68477.2,84512,29547,11043,14,415,98,-972,535,3743332,-12194409,15923,31003,-172,6119,816
68478.2,84489,29546,11057,-3,429,67,-904,536,3743384,-12194299,15927,31004,-240,6083,807
68479.2,84475,29544,11077,-12,420,54,-718,535,3743434,-12194188,15935,31004,-379,6043,757
68480.2,84466,29544,11096,-14,413,38,-835,535,3743486,-12194079,15940,31004,-309,6009,724
68481.2,84455,29544,11108,-14,423,27,-849,536,3743538,-12193969,15945,31005,-329,5984,711
68482.2,84451,29543,11126,-22,440,18,-971,537,3743590,-12193859,15945,31005,-330,5951,704
68483.2,84452,29542,11147,-23,433,34,-1039,537,3743643,-12193749,15941,31004,-312,5913,694
68484.2,84454,29543,11165,-26,437,25,-1034,537,3743697,-12193640,15934,31004,-332,5887,695
68485.2,84455,29543,11184,-16,421,52,-899,537,3743750,-12193531,15927,31004,-282,5854,688
68486.2,84461,29542,11202,-13,414,142,-817,536,3743805,-12193421,15921,31003,-170,5837,691
68487.2,84468,29543,11218,-19,433,185,-832,538,3743860,-12193312,15915,31002,-157,5836,688
68488.2,84467,29543,11236,-5,408,181,-835,535,3743915,-12193203,15911,31003,-262,5796,708
68489.2,84466,29542,11256,-9,405,175,-926,535,3743971,-12193094,15908,31002,-320,5764,715
68490.2,84462,29540,11270,-10,402,200,-1110,534,3744027,-12192986,15908,31001,-344,5718,729
68491.2,84461,29538,11293,-26,406,184,-996,535,3744083,-12192876,15910,30998,-374,5689,715
68492.2,84461,29536,11303,-26,411,195,-918,535,3744141,-12192770,15913,30996,-244,5657,705
68493.2,84457,29536,11316,-21,402,203,-995,534,3744199,-12192661,15917,30996,-239,5645,701
68494.2,84454,29533,11337,-28,403,166,-824,535,3744257,-12192553,15920,30994,-157,5624,695
68495.2,84451,29532,11353,-31,401,243,-899,534,3744316,-12192445,15922,30993,55,5626,692
68496.2,84448,29531,11370,-30,396,292,-951,534,3744375,-12192337,15923,30992,176,5657,691
68497.2,84448,29529,11385,-34,402,362,-946,534,3744434,-12192231,15925,30990,355,5680,697
68498.2,84449,29529,11391,-24,399,340,-902,533,3744492,-12192121,15926,30990,369,5727,702
68499.2,84445,29530,11407,-29,405,327,-885,535,3744551,-12192014,15928,30991,366,5746,713
68500.2,84442,29530,11428,-33,393,351,-912,533,3744608,-12191904,15932,30992,336,5776,711
68501.2,84438,29526,11437,-35,400,398,-1000,534,3744666,-12191795,15937,30988,383,5797,715
68502.2,84433,29525,11442,-21,386,345,-980,532,3744724,-12191685,15943,30988,355,5830,719
68503.2,84423,29525,11454,-22,382,316,-934,531,3744780,-12191574,15951,30989,315,5852,725
68504.2,84414,29524,11471,-56,422,340,-842,537,3744837,-12191463,15960,30989,225,5860,715
68505.2,84407,29522,11480,-51,416,349,-974,536,3744893,-12191352,15969,30987,161,5863,716
68506.2,84398,29520,11482,-48,425,307,-880,537,3744949,-12191241,15978,30986,184,5869,712
68507.2,84390,29521,11493,-45,414,320,-848,537,3745005,-12191130,15987,30988,231,5885,711
68508.2,84379,29520,11497,-35,405,287,-910,534,3745061,-12191019,15997,30988,176,5906,729
68509.2,84371,29519,11507,-53,429,219,-958,536,3745117,-12190905,16007,30988,49,5896,727
68510.2,84357,29521,11515,-46,414,168,-976,535,3745172,-12190792,16018,30991,19,5885,732
68511.2,84349,29522,11527,-54,411,231,-861,536,3745228,-12190681,16029,30994,59,5885,731
68512.2,84344,29518,11525,-41,403,233,-868,534,3745284,-12190570,16041,30990,-251,5869,713
68513.2,84333,29521,11533,-41,404,58,-740,534,3745340,-12190457,16054,30993,-880,5771,706
