"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"73266.820","99889","28792","10568","120","-389","1425","-574","545","3743074","-12205677","644","28801","3945","750","2827"
"73267.820","99528","28757","10417","115","-392","835","-710","545","3743159","-12205674","987","28796","4353","1365","2843"
"73268.820","99098","28733","10211","174","-368","747","-757","544","3743242","-12205662","1344","28808","4731","1857","2822"
"73269.820","98686","28706","10036","138","-362","827","-635","542","3743322","-12205635","1742","28814","4977","2424","2774"
"73270.820","98244","28681","9849","70","-303","739","-869","531","3743398","-12205595","2122","28827","5136","3032","2667"
"73271.820","97834","28664","9670","103","-288","1025","-858","531","3743470","-12205547","2511","28844","5415","3632","2538"
"73272.820","97445","28642","9534","119","-282","1090","-865","531","3743538","-12205483","2900","28855","5483","4237","2407"
"73273.820","97081","28619","9395","138","-253","1254","-837","528","3743601","-12205413","3234","28862","5444","4855","2292"
"73274.820","96765","28592","9296","139","-231","1109","-886","525","3743656","-12205339","3553","28861","5369","5454","2170"
"73275.820","96506","28573","9216","170","-232","1139","-821","529","3743707","-12205261","3828","28865","5379","6004","2039"
"73276.820","96259","28556","9147","208","-215","942","-863","531","3743749","-12205175","4068","28869","5149","6561","1907"
"73277.820","96056","28542","9119","234","-210","1126","-1014","532","3743787","-12205078","4315","28872","5048","7036","1766"
"73278.820","95870","28526","9128","241","-197","1278","-971","531","3743816","-12204963","4571","28872","4810","7533","1631"
"73279.820","95694","28513","9162","251","-173","1261","-763","532","3743838","-12204844","4822","28873","4618","8036","1520"
"73280.820","95549","28506","9199","271","-134","1259","-922","530","3743855","-12204740","4970","28879","4315","8501","1440"
"73281.820","95433","28497","9271","284","-118","1243","-872","530","3743864","-12204630","5112","28880","3995","8928","1359"
"73282.870","95346","28491","9362","297","-96","1175","-833","532","3743868","-12204519","5235","28882","3483","9292","1293"
"73283.870","95252","28486","9445","328","-68","904","-854","535","3743868","-12204409","5332","28885","2965","9584","1286"
"73284.870","95177","28483","9554","339","-40","766","-735","536","3743863","-12204297","5417","28888","2481","9819","1273"
"73285.870","95088","28475","9676","342","-24","648","-840","535","3743853","-12204184","5513","28888","1983","10021","1272"
"73286.870","95004","28466","9801","343","-26","586","-866","535","3743839","-12204073","5612","28886","1633","10159","1278"
"73287.870","94923","28458","9921","348","-15","482","-954","536","3743821","-12203960","5712","28885","1161","10261","1269"
"73288.870","94827","28449","10039","354","-13","466","-815","537","3743803","-12203846","5810","28884","730","10322","1277"
"73289.870","94727","28439","10147","368","-8","468","-827","537","3743783","-12203730","5912","28882","270","10330","1265"
"73290.870","94621","28431","10267","368","-4","355","-808","538","3743762","-12203614","6014","28883","228","10337","1268"
"73291.870","94514","28420","10362","386","-10","128","-905","540","3743739","-12203498","6118","28882","257","10376","1278"
"73292.870","94404","28416","10437","418","-28","-15","-881","544","3743716","-12203379","6224","28887","210","10418","1291"
"73293.870","94287","28412","10523","434","-38","71","-865","544","3743692","-12203260","6333","28893","154","10435","1298"
"73294.870","94168","28405","10638","420","-30","280","-1300","543","3743668","-12203141","6446","28897","188","10471","1283"
"73295.870","94046","28396","10760","399","-30","384","-980","541","3743643","-12203019","6561","28898","165","10508","1269"
"73296.870","93925","28387","10871","396","3","569","-765","541","3743617","-12202898","6680","28900","227","10541","1252"
"73297.870","93777","28379","10946","411","-14","598","-820","542","3743590","-12202774","6800","28905","142","10609","1355"
"73298.870","93615","28367","11018","424","-2","494","-796","544","3743563","-12202652","6926","28907","19","10610","1438"
"73299.870","93448","28353","11072","421","-17","437","-766","544","3743535","-12202528","7057","28907","-57","10631","1503"
"73300.870","93275","28337","11112","402","-29","452","-674","540","3743506","-12202402","7182","28906","17","10616","1506"
"73301.870","93087","28329","11136","421","23","221","-1047","543","3743476","-12202279","7318","28914","-64","10645","1539"
"73302.870","92888","28341","11128","472","107","143","-654","549","3743446","-12202155","7470","28945","-22","10703","1537"
"73303.870","92694","28350","11144","502","205","191","-827","555","3743415","-12202030","7630","28971","-26","10777","1520"
"73304.870","92500","28375","11147","537","249","309","-857","557","3743386","-12201905","7807","29015","98","10842","1508"
"73305.870","92309","28404","11170","557","313","385","-821","561","3743356","-12201783","7992","29061","78","10906","1509"
"73306.870","92116","28374","11252","502","333","436","-667","559","3743326","-12201657","8180","29048","39","10949","1503"
"73307.870","91929","28347","11303","467","314","311","-752","555","3743296","-12201532","8368","29037","36","10946","1504"
"73308.870","91731","28336","11307","495","337","152","-772","558","3743265","-12201409","8557","29043","-56","10956","1529"
"73309.870","91529","28372","11304","532","377","-14","-800","562","3743234","-12201284","8752","29099","-129","10988","1540"
"73310.870","91333","28420","11279","595","395","159","-794","565","3743202","-12201158","8953","29165","-111","11014","1558"
"73311.870","91130","28444","11306","614","359","318","-724","564","3743171","-12201034","9150","29209","-222","11009","1597"
"73312.870","90923","28462","11319","621","264","119","-711","563","3743139","-12200909","9348","29247","-163","10976","1596"
"73313.870","90715","28450","11328","623","185","109","-784","561","3743107","-12200782","9547","29253","-112","10940","1625"
"73314.870","90501","28450","11401","569","145","-344","-644","557","3743075","-12200656","9749","29272","-118","10910","1642"
"73315.870","90283","28442","11416","557","92","-368","-909","554","3743042","-12200530","9954","29285","-224","10886","1660"
"73316.870","90076","28453","11445","520","18","-272","-755","553","3743010","-12200403","10161","29316","-249","10845","1654"
"73317.870","89852","28456","11506","458","-15","-204","-942","546","3742978","-12200276","10371","29340","-244","10793","1668"
"73318.870","89623","28459","11529","445","-9","-153","-849","543","3742945","-12200149","10581","29364","-309","10787","1666"
"73319.870","89398","28487","11526","450","-37","-114","-772","544","3742914","-12200022","10793","29414","-255","10776","1673"
