"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"65501.450","101379","28722","11410","7","115","-502","-575","503","3743217","-12205584","-92","28610","3286","35296","1024"
"65502.450","101265","28721","11517","21","106","-676","-713","494","3743316","-12205615","-41","28618","3424","35655","1111"
"65503.450","101113","28702","11583","8","113","-824","-723","487","3743417","-12205635","24","28611","3477","72","1205"
"65504.450","100946","28698","11668","21","88","-779","-820","464","3743521","-12205648","111","28620","3564","452","1246"
"65505.450","100754","28679","11727","37","74","-702","-680","466","3743625","-12205650","211","28617","3728","894","1296"
"65506.450","100551","28679","11762","51","77","-883","-663","479","3743738","-12205642","425","28634","3968","1345","1337"
"65507.450","100344","28673","11773","65","89","-1050","-746","495","3743850","-12205623","659","28645","4117","1783","1367"
"65508.450","100096","28664","11756","63","124","-961","-644","497","3743960","-12205595","879","28656","4020","2251","1444"
"65509.450","99871","28654","11768","48","128","-1112","-788","496","3744070","-12205555","1104","28665","4216","2689","1470"
"65510.450","99641","28669","11721","103","163","-1069","-641","514","3744174","-12205505","1284","28698","4346","3144","1470"
"65511.450","99405","28661","11689","126","188","-791","-752","516","3744272","-12205448","1487","28710","4315","3573","1476"
"65512.450","99171","28690","11639","170","205","-886","-634","522","3744366","-12205383","1696","28758","4292","3982","1450"
"65513.450","98938","28721","11672","191","100","-857","-667","516","3744455","-12205307","1907","28809","4235","4380","1452"
"65514.450","98717","28713","11644","183","71","-706","-731","514","3744538","-12205222","2108","28819","4136","4750","1422"
"65515.450","98502","28721","11600","170","54","-913","-899","507","3744615","-12205132","2303","28845","4218","5143","1405"
"65516.450","98290","28707","11554","138","52","-597","-748","491","3744685","-12205032","2508","28849","4165","5545","1361"
"65517.500","98082","28697","11534","109","32","-943","-705","481","3744747","-12204927","2681","28856","4068","5971","1354"
"65518.500","97893","28683","11499","87","22","-735","-615","482","3744805","-12204818","2864","28858","3942","6344","1341"
"65519.500","97706","28671","11450","91","6","-583","-751","474","3744852","-12204699","3031","28861","3869","6709","1320"
"65520.500","97532","28661","11454","51","-18","-681","-579","483","3744897","-12204583","3185","28866","3822","7048","1306"
"65521.500","97354","28670","11475","-16","-35","-411","-634","460","3744939","-12204464","3327","28890","3640","7420","1291"
"65522.500","97189","28656","11508","-77","-86","-275","-756","493","3744975","-12204343","3476","28891","3572","7739","1272"
"65523.500","97030","28652","11531","-166","-88","-319","-721","499","3745005","-12204220","3615","28900","3437","8034","1257"
"65524.500","96847","28665","11469","-140","-160","-518","-749","510","3745029","-12204095","3749","28928","3366","8346","1279"
"65525.500","96680","28687","11507","-218","-302","-930","-573","539","3745047","-12203972","3887","28965","3438","8651","1310"
"65526.500","96528","28659","11402","-199","-196","-359","-762","528","3745061","-12203846","4029","28949","3479","8965","1300"
"65527.500","96350","28685","11405","-267","-197","186","-806","534","3745068","-12203720","4164","28992","3525","9346","1226"
"65528.500","96203","28667","11482","-383","-286","-445","-596","549","3745070","-12203598","4298","28986","3599","9595","1214"
"65529.500","96056","28672","11424","-377","-275","-336","-622","548","3745065","-12203473","4430","29004","3290","9873","1190"
"65530.500","95912","28690","11440","-435","-363","-287","-647","555","3745054","-12203349","4556","29034","3375","10154","1146"
"65531.500","95782","28702","11440","-479","-379","140","-729","560","3745037","-12203224","4672","29058","3482","10440","1103"
"65532.500","95649","28704","11381","-454","-423","334","-717","559","3745016","-12203103","4783","29071","3510","10750","1055"
"65533.500","95532","28697","11349","-448","-453","359","-749","563","3744989","-12202983","4893","29074","3329","11029","1042"
"65534.500","95419","28692","11309","-428","-484","463","-589","562","3744957","-12202864","4989","29079","2965","11287","1044"
"65535.500","95315","28690","11270","-400","-494","312","-615","561","3744921","-12202749","5079","29086","2578","11521","1069"
"65536.500","95207","28685","11252","-391","-496","103","-626","561","3744879","-12202636","5168","29090","2267","11718","1104"
"65537.500","95093","28693","11202","-363","-516","21","-584","560","3744833","-12202525","5264","29108","1970","11887","1147"
"65538.500","94984","28690","11165","-340","-511","67","-567","561","3744785","-12202414","5358","29115","1657","12037","1167"
"65539.500","94864","28686","11122","-320","-527","-290","-747","560","3744734","-12202308","5454","29122","1230","12147","1215"
"65540.500","94740","28707","11051","-276","-539","-276","-780","557","3744679","-12202201","5561","29154","949","12213","1254"
"65541.500","94615","28708","10994","-224","-505","-302","-625","557","3744624","-12202098","5671","29165","492","12279","1268"
"65542.500","94479","28701","10927","-175","-503","-321","-713","555","3744566","-12201995","5783","29171","265","12303","1296"
"65543.500","94349","28701","10904","-159","-461","-158","-659","548","3744508","-12201894","5897","29182","144","12291","1279"
"65544.500","94216","28697","10872","-111","-389","-69","-476","549","3744451","-12201794","6015","29190","88","12342","1279"
"65545.500","94087","28701","10812","-50","-353","96","-880","535","3744392","-12201693","6137","29206","92","12401","1266"
"65546.500","93962","28699","10806","-54","-322","231","-659","530","3744334","-12201593","6257","29215","111","12424","1262"
