"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"75172.400","100020","28942","10647","-7","-129","1087","-936","494","3743009","-12205667","-25","28940","5370","971","991"
"75173.400","99857","28937","10616","-6","-134","880","-807","488","3743103","-12205665","31","28949","5368","1563","963"
"75174.400","99770","28932","10612","7","-172","852","-780","507","3743196","-12205650","88","28951","5403","2028","793"
"75175.400","99701","28935","10597","5","-181","684","-843","507","3743288","-12205625","132","28959","5503","2572","688"
"75176.400","99610","28946","10578","-5","-167","614","-779","503","3743379","-12205592","157","28979","4939","3165","639"
"75177.400","99592","28945","10600","-18","-179","493","-943","509","3743466","-12205549","177","28978","4559","3581","628"
"75178.400","99589","28936","10613","-3","-198","270","-1025","513","3743549","-12205492","202","28970","4103","4000","655"
"75179.400","99563","28932","10607","2","-187","169","-837","508","3743627","-12205429","239","28968","3279","4366","759"
"75180.400","99595","28933","10610","0","-185","112","-867","508","3743701","-12205357","276","28967","1882","4518","851"
"75181.400","99569","28939","10622","-27","-177","92","-989","508","3743773","-12205278","300","28974","685","4497","970"
"75182.400","99490","28942","10615","-45","-179","-102","-840","507","3743843","-12205195","332","28985","24","4449","1136"
"75183.400","99414","28943","10563","-41","-173","101","-1021","508","3743911","-12205113","382","28991","49","4427","1199"
"75184.400","99336","28940","10521","-60","-180","-68","-949","506","3743977","-12205028","444","28995","45","4448","1290"
"75185.400","99228","28949","10451","-76","-167","91","-697","510","3744042","-12204943","529","29013","83","4470","1306"
"75186.400","99135","28953","10417","-117","-171","-139","-645","509","3744107","-12204860","618","29025","11","4485","1250"
"75187.400","99012","28930","10351","-101","-182","-103","-769","513","3744171","-12204778","709","29012","70","4492","1259"
"75188.450","98913","28943","10270","-103","-147","91","-835","506","3744235","-12204696","799","29034","-178","4484","1147"
"75189.450","98808","28943","10185","-45","-133","-198","-677","501","3744298","-12204615","887","29042","-565","4436","1172"
"75190.450","98708","28965","10072","3","-82","-152","-802","474","3744362","-12204534","972","29072","-551","4339","1167"
"75191.450","98625","28974","9990","45","-59","-175","-882","472","3744426","-12204454","1056","29089","-471","4315","1149"
"75192.450","98545","28977","9945","27","-29","61","729","427","3744490","-12204376","1139","29099","-255","4301","1132"
"75193.450","98468","28995","9871","55","10","22","-668","459","3744555","-12204298","1221","29123","-193","4304","1123"
"75194.450","98396","28958","9894","29","-2","202","-701","445","3744619","-12204221","1301","29092","-180","4295","1130"
"75195.450","98330","29008","9825","84","67","-84","-652","489","3744684","-12204144","1380","29148","-126","4297","1123"
"75196.450","98256","28994","9812","85","100","258","-801","499","3744750","-12204067","1458","29140","-190","4292","1122"
"75197.450","98197","28973","9869","69","64","240","-662","457","3744815","-12203990","1536","29124","-313","4282","1089"
"75198.450","98122","29011","9802","100","151","-285","-757","507","3744880","-12203913","1613","29168","-404","4213","1138"
"75199.450","98041","28985","9806","100","159","301","-719","509","3744946","-12203836","1689","29150","-504","4210","1134"
"75200.450","97990","28947","9901","35","109","286","-788","495","3745013","-12203760","1764","29115","-535","4145","1102"
"75201.450","97935","28975","9930","40","120","-70","-657","500","3745080","-12203685","1839","29148","-481","4110","1056"
"75202.450","97876","29007","9958","12","202","-189","-846","509","3745147","-12203609","1913","29185","-449","4082","1039"
"75203.450","97823","29004","10043","3","190","-105","-902","513","3745216","-12203534","1984","29187","-405","4102","982"
"75204.450","97768","28997","10122","16","171","77","-898","504","3745285","-12203459","2053","29185","-309","4054","975"
"75205.450","97720","28976","10153","35","207","368","-751","514","3745355","-12203384","2120","29167","-535","4015","951"
"75206.450","97669","28979","10227","35","216","129","-799","516","3745426","-12203308","2185","29175","-685","3953","943"
"75207.450","97624","28982","10331","13","194","-16","-946","510","3745498","-12203233","2249","29182","-688","3871","941"
"75208.450","97574","28979","10398","3","211","98","-875","513","3745571","-12203158","2311","29183","-730","3824","936"
"75209.450","97527","28986","10436","15","220","258","-723","514","3745645","-12203084","2372","29195","-626","3777","923"
"75210.450","97482","28992","10476","-22","238","184","-834","522","3745720","-12203010","2432","29204","-481","3738","899"
"75211.450","97427","28988","10513","-10","230","129","-792","515","3745796","-12202936","2490","29205","-468","3739","941"
"75212.450","97383","29025","10558","-61","249","25","-934","523","3745873","-12202864","2548","29245","-362","3699","946"
"75213.450","97330","29044","10593","-108","276","113","-859","529","3745950","-12202791","2605","29269","-296","3722","953"
"75214.450","97276","29038","10595","-100","302","216","-857","531","3746028","-12202719","2662","29268","-114","3738","938"
"75215.450","97222","29066","10626","-102","301","172","-846","531","3746106","-12202647","2719","29301","-116","3733","932"
"75216.450","97170","29091","10695","-138","278","267","-1015","531","3746185","-12202574","2775","29331","-157","3722","910"
"75217.450","97121","29108","10748","-153","262","164","-966","528","3746264","-12202503","2830","29352","-167","3723","890"
"75218.450","97074","29128","10792","-159","252","266","-791","528","3746343","-12202430","2885","29376","-132","3698","862"
"75219.450","97027","29122","10810","-152","268","261","-848","529","3746422","-12202359","2937","29374","-185","3689","836"
"75220.450","96986","29138","10858","-157","259","122","-769","528","3746502","-12202286","2987","29394","-152","3680","834"
"75221.450","96954","29134","10917","-177","246","322","-797","528","3746582","-12202214","3035","29393","-39","3676","775"
"75222.450","96923","29127","10952","-163","249","268","-774","528","3746663","-12202142","3081","29388","-29","3686","753"
"75223.450","96887","29108","10993","-148","239","221","-710","528","3746744","-12202069","3124","29373","69","3687","790"
"75224.450","96855","29111","11041","-152","220","165","-662","522","3746825","-12201996","3165","29378","52","3696","813"
"75225.450","96818","29113","11065","-156","227","127","-781","524","3746906","-12201923","3207","29383","-90","3688","835"
"75226.450","96781","29110","11093","-172","236","161","-783","528","3746988","-12201849","3249","29383","-106","3680","827"
"75227.450","96736","29082","11085","-144","254","303","-786","526","3747070","-12201776","3290","29359","-63","3684","847"
"75228.450","96696","29110","11119","-174","264","100","-894","530","3747152","-12201702","3332","29391","-135","3669","810"
"75229.450","96654","29142","11176","-220","259","107","-943","533","3747234","-12201628","3374","29426","-139","3679","814"
"75230.450","96613","29120","11216","-220","239","140","-880","531","3747316","-12201554","3414","29409","-112","3676","796"
"75231.450","96573","29125","11255","-239","236","150","-799","534","3747399","-12201480","3454","29417","-256","3644","786"
"75232.450","96535","29080","11311","-216","189","152","-821","525","3747482","-12201407","3492","29375","-288","3628","766"
"75233.450","96497","29120","11347","-249","199","102","-957","531","3747566","-12201333","3529","29418","-155","3573","775"
"75234.450","96462","29116","11380","-274","209","138","-839","534","3747649","-12201260","3566","29417","-153","3615","767"
"75235.450","96422","29135","11406","-269","209","54","-795","534","3747733","-12201187","3601","29440","-51","3605","773"
"75236.450","96386","29143","11404","-263","237","26","-945","534","3747818","-12201113","3637","29451","113","3616","751"
"75237.450","96356","29147","11409","-239","247","112","-805","534","3747902","-12201039","3671","29458","133","3643","759"
"75238.450","96316","29149","11426","-235","261","238","-767","534","3747987","-12200966","3705","29463","-147","3634","715"
"75239.450","96284","29155","11423","-208","286","259","-744","536","3748073","-12200891","3739","29472","-134","3601","729"
"75240.450","96251","29165","11417","-179","308","369","-818","535","3748158","-12200817","3769","29485","-100","3598","745"
"75241.450","96223","29158","11454","-189","307","203","-897","536","3748243","-12200743","3800","29480","-47","3595","730"
"75242.450","96192","29145","11501","-209","297","80","-1020","536","3748329","-12200669","3831","29470","-60","3598","737"
"75243.450","96159","29118","11572","-254","276","61","-878","538","3748415","-12200594","3861","29446","-74","3599","739"
"75244.450","96128","29122","11611","-259","265","166","-995","538","3748502","-12200519","3890","29453","27","3608","730"
"75245.450","96089","29136","11582","-218","280","247","-1054","535","3748588","-12200444","3920","29470","-6","3607","695"
"75246.450","96058","29150","11545","-181","288","137","-780","533","3748675","-12200370","3948","29487","-34","3584","693"
"75247.450","96030","29155","11514","-156","293","170","-900","532","3748761","-12200295","3975","29494","71","3577","708"
"75248.450","96003","29157","11512","-162","281","196","-863","531","3748848","-12200220","4000","29499","108","3602","725"
"75249.450","95972","29162","11502","-153","269","185","-928","529","3748935","-12200145","4027","29507","93","3603","743"
"75250.450","95940","29161","11499","-173","266","191","-865","530","3749021","-12200070","4053","29508","178","3618","721"
"75251.450","95914","29162","11512","-210","261","94","-984","533","3749107","-12199996","4079","29512","461","3669","700"
"75252.450","95890","29162","11493","-218","275","139","-880","534","3749193","-12199920","4103","29514","689","3762","694"
"75253.450","95870","29163","11485","-224","279","202","-898","536","3749278","-12199845","4126","29517","638","3838","695"
"75254.450","95847","29158","11462","-218","292","206","-922","536","3749363","-12199768","4148","29514","542","3873","686"
"75255.450","95824","29163","11440","-215","307","204","-816","538","3749447","-12199691","4169","29521","469","3920","697"
"75256.450","95803","29162","11424","-219","317","276","-817","539","3749530","-12199612","4190","29522","289","3953","718"
"75257.450","95776","29153","11398","-213","334","400","-759","539","3749613","-12199533","4210","29515","252","3970","701"
"75258.450","95752","29152","11376","-202","342","360","-1002","540","3749695","-12199453","4229","29516","150","3974","702"
"75259.450","95727","29148","11365","-207","349","133","-970","541","3749777","-12199374","4248","29514","107","3994","714"
"75260.450","95709","29145","11352","-204","350","99","-921","541","3749859","-12199294","4267","29513","205","4010","709"
"75261.450","95689","29155","11344","-208","352","123","-904","541","3749941","-12199214","4285","29524","151","4031","710"
"75262.450","95668","29165","11340","-205","346","277","-854","541","3750022","-12199134","4303","29536","123","4039","702"
"75263.450","95647","29161","11315","-196","360","434","-1026","542","3750103","-12199054","4320","29534","115","4045","693"
"75264.450","95618","29148","11260","-190","405","-48","-936","545","3750184","-12198973","4337","29523","34","4062","724"
"75265.450","95596","29134","11223","-200","408","-804","-870","546","3750265","-12198892","4354","29511","84","4078","742"
"75266.450","95571","29136","11188","-199","391","-757","-936","544","3750345","-12198811","4370","29515","-15","4082","779"
"75267.450","95544","29131","11153","-179","381","248","-720","542","3750425","-12198731","4384","29513","-28","4070","780"
"75268.450","95532","29139","11142","-176","376","597","-952","542","3750505","-12198651","4401","29522","-100","4049","761"
"75269.450","95511","29138","11142","-174","366","334","-1101","540","3750585","-12198571","4418","29523","19","4051","722"
"75270.450","95484","29134","11114","-139","361","155","-856","538","3750664","-12198490","4436","29521","53","4050","758"
"75271.450","95460","29159","11120","-132","333","37","-979","534","3750744","-12198410","4453","29548","-19","4050","759"
"75272.450","95435","29170","11123","-136","318","26","-845","533","3750823","-12198330","4470","29562","-96","4028","766"
"75273.450","95411","29171","11116","-138","311","60","-1008","533","3750902","-12198251","4488","29565","-143","4009","766"
"75274.450","95386","29160","11104","-137","309","201","-1009","533","3750981","-12198171","4505","29557","-142","3998","775"
"75275.450","95366","29153","11107","-147","290","320","-914","531","3751060","-12198091","4524","29551","-117","3993","745"
"75276.450","95339","29144","11081","-137","292","52","-846","530","3751140","-12198012","4542","29544","-168","3983","750"
"75277.450","95309","29137","11053","-120","290","34","-971","529","3751219","-12197933","4559","29540","-208","3951","773"
"75278.450","95291","29143","11062","-137","267","168","-1013","528","3751297","-12197854","4576","29547","-134","3940","725"
"75279.450","95273","29159","11039","-143","283","-76","-831","529","3751377","-12197776","4593","29566","-146","3937","737"
"75280.450","95253","29158","11014","-141","294","-284","-946","531","3751456","-12197698","4609","29566","-161","3938","741"
"75281.450","95238","29152","11005","-150","297","-152","-844","532","3751535","-12197621","4623","29561","-65","3929","741"
"75282.450","95225","29147","11013","-147","277","-125","-824","529","3751614","-12197543","4638","29557","-48","3943","732"
"75283.450","95212","29140","11031","-130","233","-95","-825","521","3751693","-12197466","4651","29552","-38","3917","722"
"75284.450","95197","29139","11023","-116","223","19","-790","520","3751772","-12197388","4665","29552","-41","3897","720"
"75285.450","95188","29141","11030","-124","214","182","-948","519","3751852","-12197311","4677","29554","37","3910","698"
"75286.450","95178","29144","11004","-124","246","-26","-733","523","3751931","-12197234","4689","29558","115","3931","686"
