"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"81855.000","99690","29149","11125","95","630","-868","-615","554","3739959","-12204126","805","29175","-2368","14456","1793"
"81856.000","99433","29126","11165","189","722","-799","-591","571","3739879","-12204060","1092","29174","-127","14535","1606"
"81857.000","99207","29111","11123","97","636","290","-627","562","3739800","-12203992","1352","29177","78","14630","1642"
"81858.000","98939","29091","11084","106","739","-373","-504","576","3739720","-12203923","1614","29180","104","14601","1510"
"81859.000","98724","29077","10911","148","701","244","-467","564","3739642","-12203858","1864","29184","1325","14757","1500"
"81860.000","98538","29064","10844","40","635","481","-530","562","3739564","-12203793","2082","29187","2699","15021","1429"
"81861.000","98367","29052","10826","-110","583","971","-614","564","3739484","-12203730","2290","29189","3033","15239","1331"
"81862.000","98231","29036","10777","77","656","281","-634","563","3739404","-12203672","2476","29185","2991","15506","1269"
"81863.000","98114","29033","10617","128","519","-168","-531","549","3739322","-12203620","2635","29192","2918","15880","1258"
"81864.000","98000","29019","10632","86","539","467","-606","552","3739238","-12203574","2761","29187","3023","16072","1185"
"81865.000","97905","29009","10703","70","611","593","-585","561","3739154","-12203530","2857","29185","2819","16338","1075"
"81866.000","97807","29004","10619","46","503","661","-572","548","3739068","-12203493","2947","29188","2842","16606","1080"
"81867.000","97722","28995","10661","51","537","704","-592","552","3738980","-12203460","3032","29186","2471","16814","1066"
"81868.000","97624","28986","10653","62","513","470","-770","557","3738892","-12203434","3117","29185","2090","17007","1090"
"81869.000","97512","28980","10591","121","452","435","-520","543","3738802","-12203410","3199","29189","1927","17184","1117"
"81870.000","97411","28974","10581","110","402","-187","-502","547","3738712","-12203389","3284","29192","1784","17371","1139"
"81871.050","97306","28971","10676","42","377","358","-730","538","3738622","-12203373","3358","29198","1536","17516","1211"
"81872.050","97217","28940","11048","123","617","366","-511","559","3738530","-12203360","3450","29175","1543","17640","1160"
"81873.050","97094","28936","11063","189","507","630","-784","550","3738436","-12203349","3546","29181","1524","17824","1176"
"81874.050","96972","28929","11158","98","471","1822","-668","553","3738342","-12203340","3642","29184","1551","17944","1111"
"81875.050","96852","28909","11338","156","523","2138","-617","555","3738246","-12203336","3744","29174","1672","18026","1035"
"81876.050","96732","28894","11541","247","571","951","-757","561","3738149","-12203334","3854","29170","1249","18199","994"
"81877.050","96635","28876","11792","189","671","-587","-714","564","3738051","-12203336","3955","29160","878","18179","1022"
"81878.050","96550","28871","11865","150","624","-347","-496","564","3737951","-12203339","4055","29163","373","18227","1087"
"81879.050","96422","28864","11872","58","574","-189","-768","558","3737850","-12203344","4159","29166","247","18282","1133"
"81880.050","96279","28855","11883","234","580","604","-675","558","3737748","-12203350","4271","29169","112","18244","1168"
"81881.050","96145","28842","11950","262","605","72","-572","563","3737647","-12203354","4381","29167","69","18363","1146"
"81882.050","96008","28829","12123","133","751","-1064","-571","569","3737546","-12203360","4499","29167","232","18232","1188"
"81883.050","95851","28817","12108","259","717","-755","-746","572","3737444","-12203365","4624","29168","42","18273","1143"
"81884.050","95726","28806","12026","208","605","-514","-572","564","3737341","-12203373","4762","29168","21","18302","1103"
"81885.050","95593","28793","11976","150","542","631","-489","559","3737240","-12203379","4885","29166","-128","18203","1038"
"81886.050","95474","28788","12055","220","604","52","-779","564","3737137","-12203385","5004","29171","-189","18227","975"
"81887.050","95393","28772","12134","207","688","440","-511","568","3737034","-12203392","5118","29163","-116","18267","1009"
"81888.050","95261","28767","12044","121","602","2260","-564","559","3736931","-12203399","5228","29169","60","18238","899"
"81889.050","95134","28753","12150","237","674","691","-520","569","3736828","-12203405","5333","29166","121","18195","876"
"81890.050","95054","28740","12210","299","711","-60","-796","570","3736725","-12203412","5433","29159","250","18337","932"
"81891.050","94952","28724","12275","297","757","776","-697","573","3736620","-12203418","5526","29153","308","18349","771"
"81892.050","94896","28721","12264","252","712","434","-527","569","3736517","-12203424","5614","29154","395","18367","772"
"81893.050","94844","28737","12272","312","682","-151","-497","567","3736413","-12203434","5692","29175","358","18383","821"
"81894.050","94775","28729","12280","345","678","-243","-740","567","3736308","-12203442","5759","29173","292","18474","782"
"81895.050","94712","28707","12260","351","653","340","-674","567","3736204","-12203450","5816","29156","356","18458","772"
"81896.050","94654","28707","12315","409","693","273","-737","569","3736100","-12203459","5865","29162","173","18527","745"
"81897.050","94592","28690","12353","388","714","697","-539","575","3735997","-12203469","5907","29149","49","18527","689"
"81898.050","94541","28726","12488","376","828","-676","-701","577","3735893","-12203479","5944","29190","-21","18488","697"
"81899.050","94509","28712","12656","451","983","-476","-573","586","3735788","-12203489","5978","29179","-92","18515","748"
"81900.050","94443","28696","12493","501","804","-572","-689","579","3735684","-12203499","6011","29169","-475","18521","738"
"81901.050","94397","28702","12375","332","693","428","-517","566","3735580","-12203508","6038","29179","-1231","18351","763"
"81902.050","94325","28681","12440","365","738","1746","-757","575","3735476","-12203515","6073","29164","-1814","18198","582"
"81903.050","94261","28664","12477","271","754","621","-680","571","3735371","-12203519","6107","29152","-2112","17988","542"
"81904.050","94231","28666","12413","196","701","293","-702","568","3735265","-12203522","6130","29156","-2151","17772","521"
"81905.050","94222","28660","12492","260","787","-460","-450","567","3735160","-12203518","6139","29152","-2047","17632","495"
"81906.050","94217","28672","12500","315","800","-1510","-616","573","3735054","-12203514","6139","29164","-2173","17526","556"
"81907.050","94232","28694","12610","215","909","-1156","-477","578","3734949","-12203503","6132","29185","-2245","17325","556"
"81908.050","94221","28676","12712","207","1019","-890","-547","584","3734844","-12203488","6131","29168","-2136","17147","527"
"81909.050","94212","28682","12748","296","1077","-1718","-787","586","3734739","-12203470","6133","29175","-2068","16999","488"
"81910.050","94226","28680","12703","227","1028","-1388","-501","586","3734634","-12203447","6134","29172","-1973","16887","553"
"81911.050","94219","28674","12671","274","1010","-789","-544","584","3734531","-12203421","6135","29166","-1811","16723","514"
"81912.050","94224","28672","12611","159","931","-1857","-471","577","3734427","-12203391","6135","29164","-1734","16569","611"
"81913.050","94217","28675","12652","21","961","-1139","-451","579","3734324","-12203357","6137","29167","-1643","16363","612"
"81914.050","94195","28665","12723","248","1117","-1609","-606","588","3734222","-12203321","6144","29159","-1489","16323","569"
"81915.050","94181","28663","12711","320","1136","-1199","-655","588","3734121","-12203282","6151","29159","-1379","16311","489"
"81916.050","94182","28671","12623","277","1036","-775","-519","583","3734021","-12203239","6154","29167","-1171","16166","527"
"81917.050","94186","28669","12688","149","1067","-546","-451","585","3733921","-12203195","6153","29164","-1045","16036","484"
"81918.050","94189","28672","12617","185","1009","-1317","-697","580","3733821","-12203148","6150","29167","-1389","15910","503"
"81919.050","94207","28680","12521","15","847","-806","-562","574","3733722","-12203099","6144","29173","-1422","15796","577"
"81920.050","94208","28673","12492","69","842","93","-616","573","3733625","-12203048","6140","29166","-918","15680","532"
"81921.050","94201","28663","12465","192","869","-874","-614","574","3733527","-12202995","6139","29156","-663","15684","543"
"81922.050","94205","28655","12438","179","838","-264","-558","577","3733431","-12202940","6140","29148","-579","15654","567"
"81923.050","94196","28657","12371","239","793","-101","-801","572","3733334","-12202884","6144","29151","-688","15603","545"
"81924.050","94203","28664","12346","73","695","307","-498","567","3733239","-12202827","6149","29157","-772","15519","572"
"81925.050","94193","28677","12378","47","719","842","-603","568","3733143","-12202768","6156","29171","-697","15417","564"
