"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"79458.100","99196","29211","9567","-22","0","1110","-554","450","3739861","-12204220","1618","29279","3488","18348","1389"
"79459.100","99082","29201","9551","-91","-18","-83","-621","475","3739776","-12204215","1740","29278","3681","18770","1320"
"79460.100","98959","29186","9568","-20","15","-1504","-567","457","3739689","-12204216","1851","29273","3817","19157","1375"
"79461.100","98814","29171","9587","-29","82","-1112","-718","461","3739604","-12204229","1956","29271","3552","19606","1357"
"79462.100","98664","29164","9508","-47","29","-761","-722","475","3739520","-12204248","2065","29276","3814","20056","1344"
"79463.100","98539","29153","9505","-29","33","-681","-713","459","3739437","-12204277","2166","29276","3640","20543","1375"
"79464.100","98453","29148","9488","-76","35","-483","-523","479","3739356","-12204312","2262","29278","3699","20942","1327"
"79465.100","98335","29142","9496","-93","55","-52","-626","485","3739277","-12204357","2366","29283","3670","21354","1310"
"79466.100","98200","29133","9472","-124","45","195","-621","492","3739201","-12204408","2470","29285","3546","21808","1329"
"79467.100","98127","29132","9496","-66","27","85","-583","454","3739128","-12204464","2570","29289","3413","22194","1342"
"79468.100","98057","29125","9448","-82","-5","814","-560","474","3739058","-12204529","2671","29289","3283","22557","1266"
"79469.100","97972","29117","9418","-114","-36","781","-631","485","3738993","-12204599","2777","29288","3211","22915","1227"
"79470.100","97830","29105","9360","-165","-73","853","-615","509","3738931","-12204673","2878","29288","3248","23287","1266"
"79471.100","97750","29095","9377","-169","-77","-543","-538","509","3738872","-12204753","2966","29285","3472","23722","1273"
"79472.100","97661","29080","9485","-82","10","-1063","-759","454","3738817","-12204837","3050","29277","3631","24122","1286"
"79473.100","97572","29073","9475","-135","92","-1132","-951","497","3738767","-12204924","3145","29278","3695","24516","1216"
"79474.150","97479","29070","9443","-158","98","-332","-780","511","3738722","-12205018","3233","29283","3793","24911","1169"
"79475.150","97418","29061","9460","-153","111","-300","-674","504","3738682","-12205114","3314","29279","3788","25397","1114"
"79476.150","97329","29057","9423","-194","85","-767","-788","509","3738647","-12205214","3386","29282","3850","25873","1119"
"79477.150","97288","29054","9409","-215","87","-141","-591","521","3738619","-12205319","3464","29283","3688","26270","1072"
"79478.150","97244","29048","9420","-221","50","-344","-547","515","3738598","-12205423","3540","29281","3703","26725","1061"
"79479.150","97167","29048","9472","-197","120","20","-696","513","3738582","-12205533","3606","29287","3703","27155","1019"
"79480.150","97143","29035","9590","-93","139","107","-617","502","3738572","-12205642","3662","29276","3666","27567","1015"
"79481.150","97136","29031","9568","-108","69","-894","-570","492","3738567","-12205754","3718","29273","3162","27944","1064"
"79482.150","97057","29025","9554","-110","89","-839","-556","496","3738567","-12205864","3776","29274","3046","28258","1117"
"79483.150","97031","29025","9498","-137","138","732","-665","511","3738570","-12205975","3827","29276","2981","28565","1029"
"79484.150","97088","29021","9505","-139","149","1068","-606","507","3738577","-12206085","3884","29267","2499","28840","927"
"79485.150","97071","29021","9522","-161","115","1004","-599","505","3738593","-12206193","3942","29269","440","28870","964"
"79486.150","97015","29024","9638","-95","79","1742","-520","489","3738617","-12206299","4001","29276","249","28739","911"
"79487.150","96968","29008","9721","-54","26","1734","-641","480","3738647","-12206405","4058","29265","221","28748","927"
"79488.150","96935","29010","9719","-63","130","1322","-696","497","3738678","-12206509","4060","29269","131","28803","967"
"79489.150","96917","28996","9821","-18","21","-791","-447","485","3738708","-12206617","4106","29257","-55","28719","1015"
"79490.150","96857","29000","9675","-149","141","-785","-618","514","3738737","-12206723","4146","29266","136","28809","1085"
"79491.150","96821","28992","9734","-135","115","168","-582","507","3738767","-12206829","4182","29261","232","28821","1076"
"79492.150","96799","28991","9717","-192","168","257","-644","515","3738797","-12206934","4218","29262","223","28889","1049"
"79493.150","96776","28983","9877","-98","127","107","-684","493","3738827","-12207041","4252","29256","204","28913","992"
"79494.150","96730","28986","9945","-99","65","124","-685","485","3738859","-12207149","4290","29263","-77","28928","1038"
"79495.150","96684","28989","9966","-127","54","1534","-525","507","3738893","-12207255","4314","29269","73","28952","995"
"79496.150","96651","28977","10016","-129","58","551","-570","509","3738928","-12207362","4340","29261","-42","28984","1021"
"79497.150","96570","28991","9960","-209","114","2016","-525","528","3738963","-12207469","4362","29282","272","29017","1046"
"79498.150","96522","28975","10080","-132","111","1800","-616","514","3738999","-12207578","4383","29269","203","29058","980"
"79499.150","96453","28959","10129","-134","105","1026","-523","508","3739036","-12207685","4410","29259","167","29041","1047"
"79500.150","96390","28951","10248","-50","111","474","-630","455","3739072","-12207794","4443","29257","154","29011","1013"
"79501.150","96329","28944","10286","-20","175","205","-609","505","3739108","-12207904","4482","29255","240","28991","1015"
"79502.150","96253","28933","10273","-52","160","54","-756","499","3739143","-12208013","4524","29251","101","29001","1025"
"79503.150","96192","28931","10242","-106","156","-431","-592","528","3739179","-12208123","4553","29254","33","29023","1018"
"79504.150","96149","28926","10272","-89","168","-882","-543","494","3739216","-12208232","4584","29252","250","29057","985"
"79505.150","96098","28924","10198","-181","187","-1416","-614","525","3739251","-12208342","4618","29254","171","29079","1037"
"79506.150","96053","28923","10185","-209","179","-759","-558","527","3739287","-12208452","4654","29258","88","29112","999"
"79507.150","96017","28916","10261","-160","160","-396","-788","516","3739322","-12208562","4688","29254","83","29120","957"
"79508.150","95978","28909","10310","-140","137","-274","-766","516","3739358","-12208670","4719","29250","71","29131","938"
"79509.150","95947","28901","10397","-49","196","-1163","-617","504","3739394","-12208779","4738","29245","258","29142","954"
"79510.150","95912","28895","10400","-62","171","-962","-712","507","3739430","-12208890","4762","29242","260","29126","929"
"79511.150","95880","28888","10438","-84","54","-919","-683","483","3739467","-12209001","4788","29238","410","29241","888"
"79512.150","95857","28885","10456","-73","91","-688","-718","488","3739503","-12209110","4812","29236","806","29364","865"
"79513.150","95836","28885","10504","-33","122","-594","-540","495","3739541","-12209220","4834","29238","867","29401","821"
"79514.150","95821","28883","10600","6","44","-620","-555","483","3739579","-12209329","4852","29238","907","29517","800"
"79515.150","95807","28886","10645","12","23","-80","818","411","3739619","-12209439","4866","29242","1072","29647","770"
"79516.150","95784","28880","10626","-19","91","645","-732","478","3739661","-12209548","4874","29237","1216","29755","692"
"79517.150","95771","28882","10574","-107","133","-113","-617","518","3739704","-12209654","4878","29241","1306","29878","776"
"79518.150","95759","28884","10613","-147","46","-475","-629","498","3739749","-12209762","4882","29244","1209","30024","769"
"79519.150","95751","28884","10632","-180","29","-117","-644","511","3739796","-12209868","4889","29244","1350","30182","739"
"79520.150","95750","28878","10745","-121","-15","-420","-601","490","3739845","-12209973","4894","29238","1617","30337","708"
"79521.150","95752","28876","10749","-142","17","-1255","-574","495","3739896","-12210079","4896","29236","1734","30515","741"
"79522.150","95737","28886","10708","-116","172","-1023","-551","519","3739950","-12210182","4895","29247","1752","30698","865"
"79523.150","95709","28883","10783","-95","97","-254","-650","494","3740006","-12210284","4894","29247","1566","30854","822"
"79524.150","95680","28882","10797","-10","219","191","-694","504","3740065","-12210382","4901","29248","1447","30953","868"
"79525.150","95635","28868","10888","79","201","-110","-679","522","3740127","-12210479","4923","29238","1021","30951","939"
"79526.150","95578","28864","10894","50","143","74","-662","483","3740189","-12210577","4956","29240","650","31049","1004"
"79527.150","95513","28856","10928","81","127","616","-677","494","3740254","-12210669","5000","29237","79","31052","976"
"79528.150","95437","28852","10884","72","175","296","-636","507","3740319","-12210762","5056","29240","159","30967","1029"
"79529.150","95371","28839","10990","136","61","395","-611","495","3740384","-12210855","5123","29232","198","31024","994"
"79530.150","95296","28832","10935","68","67","-282","-639","485","3740449","-12210948","5194","29232","4","31063","990"
"79531.150","95223","28832","10855","67","177","-748","-622","510","3740514","-12211041","5266","29238","304","31031","1036"
"79532.150","95151","28823","10849","61","155","-661","-757","503","3740579","-12211132","5339","29235","49","31051","1006"
"79533.150","95087","28815","10850","58","142","-365","-655","497","3740644","-12211224","5403","29233","-32","31046","977"
"79534.150","95022","28807","10850","25","96","-79","-710","480","3740709","-12211317","5465","29231","-175","31037","943"
