"TIME_UTC	 P	 T	 TAS	 U	 V	 W	 TEDR	 REYN	 G_LAT	 G_LONG	 G_ALT	 POT	 ROLL	 HDG	 PITCH                                                                                                                   "
"67479.57	34434	24742	20912	865	1615	50	-913	574	3770795	-12010875	87356	33552	-103	6480	407"
"67480.57	34431	24741	20919	857	1614	95	-900	574	3770890	-12010651	87364	33553	-110	6485	400"
"67481.57	34426	24741	20912	863	1621	134	-832	574	3770984	-12010427	87371	33553	-164	6484	394"
"67482.57	34423	24740	20903	868	1637	138	-935	575	3771079	-12010202	87376	33552	-172	6483	388"
"67483.57	34425	24740	20910	864	1634	96	-821	575	3771174	-12009980	87381	33552	-124	6487	386"
"67484.57	34430	24741	20917	865	1626	173	-852	574	3771269	-12009755	87383	33552	-109	6488	381"
"67485.57	34430	24741	20918	863	1635	244	-901	575	3771364	-12009531	87384	33551	-173	6489	377"
"67486.57	34431	24741	20928	858	1635	213	-942	575	3771459	-12009307	87382	33552	-174	6485	378"
"67487.57	34433	24741	20940	850	1633	236	-920	575	3771554	-12009082	87376	33552	-114	6488	377"
"67488.57	34438	24742	20942	853	1631	243	-739	574	3771649	-12008858	87367	33552	-98	6494	378"
"67489.57	34439	24743	20948	850	1635	153	-772	575	3771744	-12008635	87360	33552	-162	6491	381"
"67490.57	34440	24743	20962	840	1636	174	-869	575	3771839	-12008411	87354	33552	-177	6489	382"
"67491.57	34442	24743	20966	839	1638	186	-830	574	3771934	-12008186	87348	33552	-122	6492	385"
"67492.57	34445	24745	20963	841	1647	216	-913	575	3772029	-12007962	87343	33553	-116	6498	386"
"67493.57	34445	24745	20968	840	1646	324	-792	575	3772124	-12007737	87338	33553	-177	6497	386"
"67494.57	34449	24745	20953	855	1656	351	-875	575	3772219	-12007512	87335	33552	-170	6492	385"
"67495.57	34451	24744	20937	868	1671	287	-861	575	3772315	-12007288	87332	33550	-123	6500	389"
"67496.57	34454	24745	20936	874	1666	256	-1017	575	3772409	-12007062	87330	33551	-127	6498	392"
"67497.57	34455	24742	20929	885	1668	314	-869	576	3772504	-12006838	87328	33547	-208	6497	389"
"67498.57	34452	24739	20922	902	1655	261	-769	576	3772599	-12006613	87327	33543	-150	6487	391"
"67499.57	34455	24743	20923	899	1664	238	-890	576	3772694	-12006388	87326	33547	-101	6496	391"
"67500.57	34457	24745	20931	893	1666	315	-941	576	3772789	-12006163	87325	33550	-160	6497	389"
"67501.57	34455	24743	20929	897	1667	379	-902	576	3772884	-12005940	87324	33548	-217	6490	387"
"67502.57	34452	24741	20927	903	1667	364	-875	576	3772979	-12005714	87324	33545	-161	6490	389"
"67503.57	34454	24740	20928	908	1662	385	-967	576	3773074	-12005492	87323	33545	-104	6495	388"
"67504.57	34456	24735	20928	925	1635	454	-790	575	3773169	-12005265	87322	33536	-157	6491	387"
"67505.57	34456	24729	20935	935	1605	338	-773	575	3773264	-12005041	87322	33528	-183	6473	389"
"67506.57	34450	24725	20951	926	1593	268	-917	575	3773359	-12004817	87322	33524	-123	6477	394"
"67507.57	34456	24725	20950	930	1590	253	-1019	575	3773454	-12004592	87322	33523	-54	6480	394"
"67508.57	34456	24725	20951	927	1598	262	-906	575	3773550	-12004366	87322	33524	-139	6489	396"
"67509.57	34456	24728	20949	926	1608	225	-923	575	3773645	-12004141	87323	33527	-183	6478	398"
"67510.57	34448	24728	20955	915	1619	210	-838	575	3773739	-12003916	87325	33530	-145	6490	401"
"67511.57	34448	24729	20951	921	1619	184	-817	575	3773834	-12003691	87327	33531	-89	6489	402"
"67512.57	34452	24729	20951	920	1621	193	-887	575	3773929	-12003466	87330	33530	-189	6493	402"
"67513.57	34448	24725	20960	919	1601	182	-1133	575	3774024	-12003241	87333	33525	-194	6479	402"
"67514.57	34447	24721	20977	907	1586	150	-732	574	3774119	-12003015	87337	33520	-135	6483	406"
"67515.57	34452	24722	20976	908	1584	107	-920	574	3774214	-12002791	87340	33520	-106	6484	401"
"67516.57	34450	24723	20973	909	1592	63	-919	574	3774309	-12002564	87344	33522	-204	6484	401"
"67517.57	34443	24721	20980	903	1587	31	-847	574	3774403	-12002341	87348	33522	-197	6479	401"
"67518.57	34445	24718	20991	898	1574	36	-755	574	3774499	-12002115	87352	33517	-127	6481	400"
"67519.57	34448	24717	21000	892	1566	32	-907	574	3774594	-12001889	87354	33515	-132	6481	398"
"67520.57	34444	24716	21005	889	1561	-67	-879	574	3774688	-12001664	87357	33514	-191	6479	397"
"67521.57	34443	24720	20984	905	1575	-102	-896	574	3774783	-12001438	87359	33519	-177	6475	398"
"67522.57	34446	24718	20993	902	1566	4	-755	574	3774878	-12001213	87360	33517	-111	6482	391"
"67523.57	34448	24718	20994	904	1560	-129	-789	574	3774973	-12000988	87360	33516	-125	6477	394"
"67524.57	34444	24723	20987	903	1581	-179	-871	574	3775068	-12000763	87359	33523	-207	6480	394"
"67525.57	34444	24728	20986	895	1604	-178	-849	574	3775163	-12000539	87358	33530	-166	6483	392"
"67526.57	34449	24734	20976	892	1638	-157	-930	575	3775258	-12000313	87356	33537	-128	6496	389"
"67527.57	34451	24734	20978	895	1633	-115	-903	575	3775353	-12000087	87354	33537	-183	6492	387"
"67528.57	34447	24734	20982	892	1635	-139	-1016	575	3775448	-11999863	87351	33538	-250	6481	388"
"67529.57	34449	24734	20986	890	1636	-145	-1003	575	3775543	-11999637	87347	33537	-203	6483	389"
"67530.57	34454	24734	20985	895	1632	-113	-834	575	3775638	-11999413	87343	33537	-145	6481	388"
"67531.57	34455	24735	20987	893	1636	-73	-944	575	3775734	-11999188	87339	33537	-139	6486	389"
"67532.57	34454	24735	20988	893	1639	-9	-796	575	3775829	-11998962	87335	33538	-204	6484	389"
"67533.57	34457	24738	20984	899	1643	-7	-824	575	3775924	-11998737	87331	33541	-183	6478	391"
"67534.57	34454	24742	20973	906	1656	44	-998	576	3776020	-11998512	87328	33546	-132	6484	393"
"67535.57	34462	24745	20963	918	1659	136	-1002	576	3776115	-11998286	87326	33549	-117	6488	393"
"67536.57	34464	24748	20958	925	1660	172	-807	576	3776211	-11998061	87324	33552	-213	6483	391"
"67537.57	34459	24748	20963	922	1660	165	-809	576	3776306	-11997834	87323	33553	-202	6477	394"
"67538.57	34462	24744	20970	919	1653	169	-852	576	3776401	-11997609	87323	33548	-137	6479	394"
"67539.57	34459	24745	20967	923	1653	216	-749	576	3776497	-11997386	87323	33549	-111	6484	395"
"67540.57	34457	24747	20967	923	1657	272	-954	576	3776592	-11997158	87323	33552	-193	6482	397"
"67541.57	34456	24748	20970	922	1659	336	-856	576	3776687	-11996934	87325	33554	-194	6477	396"
"67542.57	34455	24751	20962	927	1666	269	-991	576	3776783	-11996709	87327	33559	-132	6481	399"
"67543.57	34456	24753	20954	936	1666	276	-989	576	3776879	-11996484	87329	33561	-131	6482	400"
"67544.57	34460	24753	20949	946	1660	203	-796	576	3776975	-11996258	87332	33560	-204	6476	401"
"67545.57	34455	24751	20952	943	1657	167	-1093	576	3777070	-11996033	87336	33558	-190	6470	403"
"67546.57	34455	24749	20951	949	1649	185	-911	576	3777166	-11995808	87340	33555	-130	6472	402"
"67547.57	34454	24744	20948	956	1642	201	-989	576	3777261	-11995583	87343	33549	-109	6473	401"
"67548.57	34450	24739	20950	961	1630	196	-741	576	3777357	-11995357	87347	33545	-172	6468	400"
"67549.57	34446	24738	20954	959	1627	185	-886	576	3777453	-11995132	87350	33543	-183	6462	400"
"67550.57	34449	24738	20951	963	1626	140	-932	576	3777548	-11994908	87354	33542	-129	6464	399"
"67551.57	34451	24738	20947	970	1626	164	-845	576	3777644	-11994681	87357	33543	-93	6467	395"
"67552.57	34453	24742	20942	973	1634	147	-882	576	3777740	-11994457	87359	33548	-156	6469	392"
"67553.57	34447	24745	20950	964	1641	115	-985	576	3777835	-11994229	87361	33553	-171	6467	392"
"67554.57	34447	24740	20954	968	1630	72	-888	576	3777931	-11994004	87361	33546	-119	6470	390"
"67555.57	34447	24738	20959	968	1623	86	-820	576	3778026	-11993779	87361	33543	-84	6468	388"
"67556.57	34451	24743	20954	971	1633	85	-1079	576	3778122	-11993553	87360	33548	-151	6475	388"
"67557.57	34452	24741	20963	966	1628	21	-945	576	3778218	-11993328	87358	33546	-158	6470	388"
"67558.57	34453	24736	20978	957	1616	-24	-939	575	3778313	-11993102	87356	33539	-110	6469	388"
"67559.57	34453	24741	20979	955	1623	20	-913	575	3778409	-11992877	87353	33546	-110	6476	387"
"67560.57	34457	24749	20976	952	1643	25	-1004	576	3778504	-11992650	87350	33556	-150	6478	387"
"67561.57	34461	24759	20998	934	1637	12	-876	575	3778600	-11992424	87347	33568	-186	6476	387"
"67562.57	34456	24762	21022	914	1629	7	-975	575	3778695	-11992200	87344	33574	-165	6475	390"
"67563.57	34461	24764	21024	915	1627	-37	-910	575	3778790	-11991974	87341	33574	-125	6478	392"
"67564.57	34460	24764	21028	912	1626	22	-1104	575	3778887	-11991748	87338	33575	-156	6476	394"
"67565.57	34463	24766	21021	920	1629	140	-866	575	3778982	-11991523	87336	33576	-201	6475	393"
"67566.57	34465	24767	21020	929	1616	173	-789	575	3779077	-11991295	87335	33577	-163	6467	394"
"67567.57	34456	24768	21016	937	1608	168	-811	575	3779173	-11991070	87335	33582	-117	6468	397"
"67568.57	34457	24769	21012	938	1614	130	-820	575	3779269	-11990845	87335	33583	-108	6470	401"
"67569.57	34462	24770	21011	939	1616	81	-842	575	3779364	-11990618	87337	33583	-171	6470	404"
"67570.57	34461	24770	21016	931	1617	-8	-964	575	3779459	-11990394	87340	33584	-188	6466	408"
"67571.57	34462	24770	21019	923	1623	-83	-872	575	3779556	-11990168	87343	33583	-158	6467	409"
"67572.57	34461	24770	21029	906	1629	-158	-865	575	3779651	-11989942	87347	33582	-130	6475	408"
"67573.57	34460	24769	21038	893	1630	-91	-818	575	3779747	-11989717	87351	33581	-161	6477	405"
"67574.57	34460	24770	21043	885	1633	4	-888	575	3779843	-11989489	87356	33583	-230	6470	399"
"67575.57	34456	24767	21045	883	1632	58	-832	575	3779938	-11989264	87360	33580	-219	6470	397"
"67576.57	34456	24767	21043	884	1635	158	-985	575	3780034	-11989039	87363	33581	-166	6465	393"
"67577.57	34453	24769	21054	873	1632	236	-1213	575	3780130	-11988813	87365	33584	-123	6473	392"
"67578.57	34455	24770	21050	880	1630	229	-931	575	3780226	-11988588	87367	33584	-125	6470	390"
"67579.57	34452	24770	21052	879	1627	189	-1026	575	3780322	-11988362	87370	33586	-168	6470	392"
"67580.57	34452	24769	21053	877	1632	153	-1118	575	3780417	-11988136	87371	33584	-159	6468	389"
"67581.57	34451	24767	21051	877	1637	144	-889	575	3780513	-11987910	87373	33582	-132	6474	389"
"67582.57	34453	24769	21055	877	1631	125	-938	574	3780609	-11987685	87374	33584	-114	6473	386"
"67583.57	34453	24771	21060	875	1625	106	-812	574	3780706	-11987460	87374	33586	-167	6471	387"
"67584.57	34450	24771	21070	866	1625	87	-867	574	3780802	-11987235	87374	33587	-171	6470	386"
"67585.57	34450	24771	21074	862	1624	65	-1036	574	3780897	-11987008	87373	33587	-120	6471	385"
"67586.57	34452	24772	21076	860	1627	103	-1019	574	3780993	-11986782	87372	33588	-103	6475	384"
"67587.57	34458	24771	21071	863	1635	88	-929	575	3781089	-11986557	87370	33585	-143	6476	385"
"67588.57	34456	24768	21066	869	1638	86	-901	575	3781185	-11986331	87368	33582	-178	6474	385"
"67589.57	34453	24768	21069	866	1641	120	-818	575	3781281	-11986106	87366	33582	-140	6475	385"
"67590.57	34455	24770	21069	867	1641	103	-861	575	3781377	-11985879	87365	33585	-107	6480	386"
"67591.57	34455	24769	21069	868	1643	106	-1031	575	3781473	-11985654	87363	33584	-134	6480	388"
"67592.57	34457	24766	21056	885	1640	126	-992	575	3781569	-11985429	87362	33578	-169	6478	389"
"67593.57	34457	24764	21045	900	1636	181	-1028	575	3781665	-11985202	87361	33575	-126	6471	389"
"67594.57	34459	24765	21051	893	1639	251	-863	575	3781761	-11984976	87360	33577	-84	6481	387"
"67595.57	34459	24765	21047	898	1642	235	-897	575	3781857	-11984751	87359	33576	-99	6484	390"
"67596.57	34458	24764	21041	907	1640	264	-752	575	3781952	-11984526	87360	33576	-178	6478	389"
"67597.57	34455	24764	21044	906	1638	255	-858	575	3782049	-11984299	87360	33576	-165	6475	390"
"67598.57	34456	24762	21040	911	1639	254	-817	575	3782144	-11984072	87361	33574	-103	6479	393"
"67599.57	34457	24762	21031	924	1634	285	-946	575	3782240	-11983845	87362	33573	-106	6479	389"
"67600.57	34455	24759	21018	942	1631	286	-1016	575	3782336	-11983621	87364	33569	-174	6475	391"
"67601.57	34451	24750	21002	972	1610	245	-820	575	3782432	-11983395	87366	33558	-131	6466	393"
"67602.57	34450	24740	21001	991	1575	252	-994	575	3782527	-11983168	87367	33545	-60	6462	391"
"67603.57	34453	24729	21023	980	1549	210	-822	574	3782623	-11982943	87369	33530	-72	6462	393"
"67604.57	34456	24726	21029	981	1538	219	-1076	574	3782718	-11982715	87371	33524	-115	6457	390"
"67605.57	34455	24725	21025	987	1535	212	-905	574	3782813	-11982489	87373	33524	-112	6457	391"
"67606.57	34454	24725	21024	990	1535	187	-887	574	3782909	-11982263	87374	33523	-72	6462	391"
"67607.57	34456	24725	21024	989	1541	217	-869	574	3783004	-11982036	87376	33523	-93	6469	390"
"67608.57	34452	24730	21011	1001	1552	155	-927	575	3783099	-11981811	87378	33531	-157	6465	387"
"67609.57	34448	24739	21000	1004	1575	155	-925	575	3783195	-11981584	87379	33544	-173	6464	386"
"67610.57	34450	24739	21013	989	1582	104	-1007	575	3783290	-11981358	87379	33544	-138	6474	384"
"67611.57	34454	24739	21014	993	1577	65	-946	575	3783386	-11981131	87378	33543	-125	6470	385"
"67612.57	34455	24737	21018	995	1570	104	-832	575	3783481	-11980905	87377	33540	-203	6469	382"
"67613.57	34450	24733	21027	994	1558	106	-781	575	3783576	-11980679	87375	33535	-200	6457	384"
"67614.57	34451	24732	21028	998	1554	131	-975	575	3783671	-11980451	87373	33535	-157	6460	384"
"67615.57	34457	24732	21030	999	1552	132	-873	575	3783767	-11980224	87370	33533	-95	6462	383"
"67616.57	34458	24730	21040	991	1550	133	-887	574	3783862	-11979997	87368	33530	-127	6463	388"
"67617.57	34458	24726	21058	977	1544	143	-834	574	3783958	-11979770	87366	33524	-182	6461	387"
"67618.57	34456	24723	21067	969	1542	210	-1005	574	3784054	-11979545	87365	33521	-154	6458	390"
"67619.57	34458	24725	21065	973	1543	291	-789	574	3784149	-11979319	87364	33523	-108	6464	390"
"67620.57	34457	24726	21068	968	1546	271	-940	574	3784244	-11979091	87364	33524	-129	6465	393"
"67621.57	34460	24721	21076	961	1546	202	-982	574	3784340	-11978865	87366	33516	-202	6462	392"
"67622.57	34457	24718	21069	969	1545	260	-1073	574	3784435	-11978639	87368	33513	-188	6457	392"
"67623.57	34456	24716	21072	968	1545	360	-779	574	3784531	-11978410	87370	33511	-131	6462	392"
"67624.57	34454	24715	21076	962	1548	460	-834	574	3784626	-11978183	87373	33511	-123	6465	388"
"67625.57	34458	24716	21071	962	1563	468	-784	574	3784722	-11977956	87376	33511	-197	6465	386"
"67626.57	34455	24717	21076	958	1564	452	-1190	574	3784818	-11977730	87380	33513	-214	6457	387"
"67627.57	34451	24717	21083	953	1562	420	-954	574	3784913	-11977504	87383	33514	-182	6459	384"
"67628.57	34455	24715	21075	957	1576	339	-999	575	3785009	-11977277	87386	33510	-134	6462	383"
"67629.57	34455	24712	21082	953	1575	299	-809	575	3785104	-11977050	87388	33506	-154	6465	379"
"67630.57	34457	24709	21083	959	1567	297	-1030	575	3785200	-11976822	87390	33502	-191	6459	375"
"67631.57	34450	24708	21085	959	1567	311	-938	574	3785296	-11976597	87390	33501	-177	6456	376"
"67632.57	34451	24707	21087	959	1571	275	-926	575	3785392	-11976371	87389	33500	-134	6460	373"
"67633.57	34453	24706	21094	955	1572	252	-879	575	3785487	-11976144	87387	33498	-107	6461	376"
"67634.57	34457	24707	21099	952	1574	237	-853	575	3785584	-11975917	87385	33499	-144	6465	375"
"67635.57	34457	24707	21107	944	1580	199	-1034	575	3785679	-11975689	87383	33499	-176	6461	375"
"67636.57	34454	24707	21110	940	1588	142	-927	575	3785775	-11975462	87380	33499	-159	6465	379"
"67637.57	34457	24707	21112	938	1591	79	-989	575	3785871	-11975235	87377	33498	-121	6466	380"
"67638.57	34460	24707	21115	935	1594	64	-935	575	3785967	-11975009	87375	33497	-138	6472	381"
"67639.57	34463	24707	21116	936	1595	77	-924	575	3786063	-11974781	87373	33496	-184	6464	381"
"67640.57	34462	24706	21117	936	1594	66	-893	575	3786160	-11974555	87370	33496	-189	6464	382"
"67641.57	34461	24706	21114	942	1592	91	-883	575	3786255	-11974327	87368	33497	-144	6464	382"
"67642.57	34462	24706	21111	947	1592	118	-1023	575	3786351	-11974100	87367	33496	-110	6466	383"
"67643.57	34462	24706	21106	955	1592	117	-827	575	3786448	-11973873	87365	33496	-157	6464	386"
"67644.57	34462	24707	21100	964	1591	73	-954	575	3786543	-11973646	87365	33497	-183	6457	386"
"67645.57	34460	24706	21100	969	1586	62	-824	575	3786640	-11973420	87364	33497	-155	6456	388"
"67646.57	34464	24707	21094	976	1587	60	-760	575	3786736	-11973192	87364	33496	-112	6459	387"
"67647.57	34464	24707	21092	980	1585	56	-893	575	3786832	-11972965	87363	33496	-99	6461	388"
"67648.57	34465	24708	21090	985	1582	40	-848	575	3786928	-11972737	87363	33498	-160	6458	389"
"67649.57	34465	24709	21087	991	1581	8	-960	575	3787024	-11972510	87364	33498	-175	6453	387"
"67650.57	34462	24712	21083	999	1576	-26	-828	575	3787120	-11972283	87363	33504	-131	6455	388"
"67651.57	34462	24717	21080	1011	1562	19	-1237	575	3787216	-11972056	87363	33511	-81	6451	386"
"67652.57	34465	24718	21084	1010	1558	108	-1054	575	3787312	-11971830	87362	33512	-117	6456	385"
"67653.57	34468	24722	21088	1011	1552	81	-887	575	3787409	-11971601	87361	33515	-132	6452	385"
"67654.57	34467	24724	21084	1021	1541	59	-988	575	3787505	-11971375	87360	33518	-123	6449	386"
"67655.57	34467	24726	21084	1029	1528	81	-753	575	3787601	-11971147	87359	33522	-99	6450	385"
"67656.57	34466	24727	21086	1032	1522	95	-936	575	3787696	-11970921	87358	33524	-112	6448	387"
"67657.57	34467	24729	21095	1026	1519	161	-821	575	3787792	-11970693	87358	33526	-156	6448	387"
"67658.57	34468	24731	21096	1028	1516	142	-961	574	3787888	-11970465	87358	33527	-148	6445	387"
"67659.57	34468	24729	21095	1025	1527	73	-893	574	3787984	-11970237	87358	33525	-126	6447	388"
"67660.57	34471	24730	21100	1020	1529	83	-972	575	3788080	-11970011	87358	33526	-131	6452	387"
"67661.57	34472	24733	21109	1010	1528	15	-908	574	3788176	-11969783	87358	33530	-168	6452	389"
"67662.57	34465	24735	21121	1000	1525	77	-942	574	3788271	-11969555	87359	33535	-187	6448	388"
"67663.57	34467	24731	21115	1004	1534	184	-1138	574	3788368	-11969327	87360	33529	-168	6449	383"
"67664.57	34468	24734	21119	1000	1534	96	-927	574	3788463	-11969100	87360	33532	-143	6453	387"
"67665.57	34471	24740	21120	998	1539	182	-932	574	3788559	-11968872	87360	33539	-157	6450	385"
"67666.57	34469	24737	21111	1006	1544	229	-1041	574	3788656	-11968646	87361	33536	-197	6451	388"
"67667.57	34470	24735	21113	1010	1535	122	-914	574	3788751	-11968417	87362	33533	-171	6445	377"
"67668.57	34470	24740	21130	980	1557	-87	-723	575	3788847	-11968191	87362	33540	-145	6452	391"
"67669.57	34471	24737	21152	959	1557	167	-829	574	3788944	-11967962	87363	33536	-172	6460	385"
"67670.57	34468	24735	21170	925	1587	229	-582	574	3789040	-11967735	87362	33533	-208	6455	377"
"67671.57	34468	24735	21157	946	1581	320	-791	574	3789135	-11967507	87362	33533	-178	6464	387"
"67672.57	34469	24735	21166	952	1550	325	-665	574	3789232	-11967281	87362	33533	-136	6449	375"
"67673.57	34470	24732	21161	947	1573	204	-789	575	3789328	-11967053	87362	33529	-174	6454	382"
"67674.57	34473	24730	21163	946	1574	96	-693	575	3789425	-11966825	87362	33525	-187	6455	385"
"67675.57	34469	24729	21152	949	1593	2	-870	575	3789521	-11966597	87362	33525	-142	6455	389"
"67676.57	34472	24730	21111	1000	1585	174	-585	575	3789617	-11966370	87362	33525	-111	6458	375"
"67677.57	34469	24727	21135	979	1576	32	-801	575	3789714	-11966143	87362	33523	-181	6455	381"
"67678.57	34469	24727	21139	978	1575	19	-840	575	3789810	-11965915	87361	33522	-151	6448	385"
"67679.57	34470	24727	21147	966	1581	68	-885	575	3789906	-11965686	87360	33522	-128	6463	383"
"67680.57	34471	24727	21142	973	1583	59	-792	575	3790002	-11965461	87359	33522	-127	6453	385"
"67681.57	34475	24727	21131	990	1576	89	-837	575	3790099	-11965233	87359	33521	-142	6459	383"
"67682.57	34473	24727	21141	973	1589	31	-713	575	3790196	-11965005	87358	33522	-115	6459	385"
"67683.57	34471	24727	21130	988	1588	66	-911	575	3790292	-11964777	87358	33522	-99	6463	389"
"67684.57	34471	24727	21123	998	1584	101	-763	575	3790388	-11964548	87358	33522	-140	6456	384"
"67685.57	34471	24727	21131	987	1590	1	-835	575	3790484	-11964321	87358	33521	-149	6463	391"
"67686.57	34469	24727	21135	990	1577	68	-749	575	3790580	-11964093	87358	33522	-92	6460	386"
"67687.57	34471	24726	21136	992	1572	-6	-757	575	3790677	-11963866	87359	33521	-123	6464	388"
"67688.57	34472	24725	21133	996	1574	52	-844	575	3790773	-11963637	87359	33519	-140	6456	387"
"67689.57	34467	24724	21138	993	1569	35	-826	575	3790868	-11963410	87360	33519	-136	6463	386"
"67690.57	34472	24725	21140	989	1576	89	-818	575	3790965	-11963182	87360	33519	-106	6459	385"
"67691.57	34473	24724	21145	987	1571	77	-926	575	3791061	-11962955	87360	33517	-161	6468	389"
"67692.57	34473	24724	21148	987	1567	56	-869	575	3791157	-11962727	87361	33518	-176	6454	387"
"67693.57	34468	24724	21161	972	1567	73	-825	575	3791253	-11962498	87361	33519	-166	6465	388"
"67694.57	34470	24724	21163	970	1569	80	-906	575	3791349	-11962271	87362	33519	-112	6462	387"
"67695.57	34471	24725	21169	961	1575	160	-815	575	3791446	-11962042	87363	33519	-168	6467	387"
"67696.57	34472	24725	21166	964	1576	132	-849	575	3791541	-11961814	87365	33519	-216	6457	386"
"67697.57	34468	24725	21167	965	1576	135	-926	575	3791638	-11961587	87366	33520	-180	6461	386"
"67698.57	34471	24725	21168	964	1574	142	-988	575	3791734	-11961359	87367	33520	-118	6460	387"
"67699.57	34471	24725	21162	973	1569	171	-1021	575	3791831	-11961131	87369	33520	-115	6465	386"
"67700.57	34467	24725	21160	975	1568	208	-935	575	3791927	-11960903	87371	33520	-167	6456	383"
"67701.57	34467	24724	21161	979	1561	217	-883	575	3792023	-11960676	87373	33518	-155	6457	384"
"67702.57	34466	24724	21165	976	1558	239	-1007	574	3792119	-11960448	87374	33519	-89	6457	383"
"67703.57	34467	24724	21169	969	1565	276	-991	575	3792215	-11960221	87376	33518	-74	6470	381"
"67704.57	34471	24724	21166	973	1566	291	-915	575	3792312	-11959992	87377	33518	-141	6465	377"
"67705.57	34469	24722	21179	961	1566	290	-1035	575	3792408	-11959765	87379	33516	-201	6461	378"
"67706.57	34467	24722	21176	968	1563	303	-1181	574	3792504	-11959536	87380	33516	-157	6460	375"
"67707.57	34467	24721	21178	971	1555	303	-861	574	3792600	-11959307	87380	33515	-109	6458	374"
"67708.57	34471	24721	21183	966	1561	297	-1095	574	3792696	-11959079	87380	33514	-126	6467	374"
"67709.57	34471	24720	21177	980	1552	285	-840	574	3792793	-11958851	87379	33512	-166	6458	372"
"67710.57	34469	24719	21182	981	1544	244	-837	574	3792888	-11958624	87379	33512	-165	6452	372"
"67711.57	34469	24718	21193	972	1544	196	-731	574	3792984	-11958394	87377	33510	-136	6459	373"
"67712.57	34468	24716	21186	981	1543	234	-741	575	3793080	-11958167	87375	33508	-95	6457	375"
"67713.57	34471	24717	21182	989	1544	233	-709	574	3793177	-11957938	87373	33508	-140	6458	373"
"67714.57	34470	24714	21194	984	1531	235	-801	574	3793273	-11957712	87372	33505	-166	6452	375"
"67715.57	34470	24714	21183	997	1533	187	-872	574	3793369	-11957482	87370	33504	-101	6452	377"
"67716.57	34471	24712	21189	995	1527	212	-673	574	3793466	-11957254	87368	33502	-98	6461	379"
"67717.57	34474	24713	21198	986	1530	231	-738	574	3793562	-11957024	87367	33502	-112	6458	378"
"67718.57	34476	24712	21208	980	1523	158	-783	574	3793658	-11956798	87367	33500	-164	6458	382"
"67719.57	34473	24710	21196	989	1531	146	-835	574	3793754	-11956569	87367	33499	-148	6454	384"
"67720.57	34475	24710	21202	984	1532	194	-653	574	3793850	-11956341	87367	33498	-100	6460	374"
"67721.57	34473	24709	21215	970	1532	193	-768	574	3793946	-11956112	87367	33497	-124	6464	381"
"67722.57	34477	24708	21217	968	1534	218	-767	574	3794042	-11955883	87367	33495	-172	6461	380"
"67723.57	34472	24708	21223	966	1528	221	-918	574	3794138	-11955656	87368	33495	-182	6457	380"
"67724.57	34475	24707	21219	973	1524	252	-826	574	3794234	-11955426	87369	33494	-132	6455	379"
"67725.57	34475	24705	21223	969	1522	241	-881	574	3794330	-11955198	87370	33491	-100	6463	383"
"67726.57	34474	24706	21204	990	1523	285	-1053	574	3794426	-11954969	87371	33492	-113	6461	378"
"67727.57	34472	24705	21200	995	1524	301	-850	574	3794522	-11954741	87373	33491	-179	6456	380"
"67728.57	34470	24704	21210	986	1524	329	-840	574	3794618	-11954512	87375	33491	-166	6455	379"
"67729.57	34472	24706	21206	987	1533	355	-753	574	3794715	-11954283	87377	33493	-123	6462	377"
"67730.57	34471	24706	21204	991	1534	400	-1024	574	3794810	-11954055	87378	33493	-110	6462	377"
"67731.57	34475	24706	21197	999	1537	403	-974	574	3794907	-11953827	87380	33492	-169	6461	374"
"67732.57	34471	24701	21207	1000	1519	372	-812	574	3795002	-11953598	87382	33487	-167	6454	375"
"67733.57	34466	24700	21210	999	1516	401	-919	574	3795098	-11953369	87383	33486	-128	6453	372"
"67734.57	34469	24704	21200	1008	1528	395	-815	574	3795195	-11953139	87383	33491	-101	6462	369"
"67735.57	34474	24701	21207	1009	1516	393	-867	574	3795290	-11952912	87384	33486	-134	6456	370"
"67736.57	34470	24698	21218	1001	1515	380	-874	574	3795387	-11952684	87383	33483	-199	6454	366"
"67737.57	34472	24696	21229	998	1504	417	-1063	574	3795483	-11952454	87382	33479	-159	6448	366"
"67738.57	34470	24693	21242	989	1500	458	-799	574	3795579	-11952227	87381	33475	-114	6453	367"
"67739.57	34472	24692	21242	994	1496	517	-858	574	3795675	-11951997	87379	33473	-83	6456	364"
"67740.57	34473	24692	21240	1000	1497	574	-947	574	3795772	-11951767	87377	33474	-165	6454	366"
"67741.57	34470	24694	21236	1004	1505	526	-904	574	3795867	-11951538	87375	33478	-191	6445	367"
"67742.57	34472	24695	21240	1002	1505	479	-830	574	3795964	-11951309	87374	33477	-145	6456	369"
"67743.57	34474	24694	21242	1005	1503	474	-909	574	3796059	-11951081	87373	33476	-83	6452	368"
"67744.57	34477	24697	21230	1010	1525	453	-882	574	3796156	-11950852	87373	33480	-172	6457	369"
"67745.57	34476	24699	21229	1011	1533	324	-875	574	3796252	-11950622	87373	33482	-210	6455	371"
"67746.57	34479	24696	21231	1018	1518	288	-929	574	3796348	-11950394	87372	33477	-150	6447	367"
"67747.57	34473	24695	21233	1016	1524	397	-806	574	3796444	-11950164	87371	33478	-120	6456	367"
"67748.57	34476	24696	21234	1013	1536	488	-844	574	3796540	-11949935	87370	33479	-130	6456	367"
