"TIME_UTC	 P	 T	 TAS	 U	 V	 W	 TEDR	 REYN	 G_LAT	 G_LONG	 G_ALT	 POT	 ROLL	 HDG	 PITCH                                                                                                                   "
"71979.57	54804	27256	18454	356	569	411	-686	544	3843933	-11848349	51975	32366	-239	24581	302"
"71980.57	54806	27253	18506	390	586	559	-729	545	3843869	-11848536	51979	32362	-233	24581	274"
"71981.57	54814	27260	18534	383	628	460	-827	548	3843806	-11848726	51976	32369	-207	24571	274"
"71982.57	54823	27268	18554	373	666	389	-837	549	3843743	-11848915	51966	32377	-155	24569	336"
"71983.57	54827	27270	18556	374	661	205	-866	549	3843680	-11849105	51951	32379	-226	24566	381"
"71984.57	54820	27271	18566	385	668	-11	-903	550	3843617	-11849292	51942	32381	-251	24564	414"
"71985.57	54808	27267	18564	374	705	-210	-592	551	3843553	-11849482	51939	32378	-324	24544	423"
"71986.57	54786	27256	18592	428	686	-383	-699	552	3843490	-11849671	51942	32368	-313	24545	439"
"71987.57	54764	27256	18531	393	641	-342	-652	547	3843426	-11849859	51952	32373	-315	24554	420"
"71988.57	54745	27259	18473	317	683	-376	-679	548	3843363	-11850047	51969	32379	-181	24529	412"
"71989.57	54730	27254	18480	339	673	-197	-839	549	3843299	-11850237	51990	32377	-217	24534	403"
"71990.57	54718	27256	18478	319	717	-19	-590	551	3843236	-11850426	52013	32381	-155	24525	394"
"71991.57	54702	27258	18456	296	725	123	-780	550	3843173	-11850614	52038	32385	-198	24508	379"
"71992.57	54690	27253	18438	280	717	204	-754	549	3843108	-11850801	52059	32382	-201	24498	371"
"71993.57	54683	27252	18431	269	719	127	-950	549	3843045	-11850990	52077	32381	-222	24498	368"
"71994.57	54673	27255	18409	236	733	122	-734	549	3842982	-11851179	52093	32387	-205	24492	363"
"71995.57	54665	27252	18433	254	748	303	-804	550	3842918	-11851365	52108	32385	-191	24482	371"
"71996.57	54659	27252	18430	243	758	460	-917	550	3842854	-11851554	52121	32386	-228	24482	361"
"71997.57	54650	27251	18458	265	767	821	-810	551	3842790	-11851743	52134	32386	-293	24461	342"
"71998.57	54643	27252	18465	271	756	927	-874	551	3842727	-11851931	52146	32388	-303	24464	343"
"71999.57	54636	27262	18463	250	783	919	-804	552	3842662	-11852120	52158	32401	-282	24453	348"
"72000.57	54627	27280	18461	221	828	913	-831	554	3842598	-11852305	52170	32424	-270	24431	363"
"72001.57	54616	27312	18416	167	833	749	-909	553	3842534	-11852494	52184	32464	-258	24411	373"
"72002.57	54600	27363	18393	139	834	708	-802	554	3842469	-11852683	52199	32528	-254	24411	364"
"72003.57	54587	27386	18413	130	891	746	-816	556	3842404	-11852870	52215	32557	-274	24383	343"
"72004.57	54585	27392	18416	137	875	704	-798	554	3842339	-11853057	52229	32564	-291	24377	324"
"72005.57	54582	27395	18385	114	835	428	-824	552	3842275	-11853245	52242	32569	-200	24384	321"
"72006.57	54583	27400	18354	92	791	407	-768	550	3842209	-11853434	52253	32574	-143	24391	326"
"72007.57	54583	27398	18355	67	821	360	-645	551	3842144	-11853620	52260	32573	-136	24395	332"
"72008.57	54585	27399	18371	80	816	196	-771	553	3842078	-11853808	52265	32573	-151	24390	323"
"72009.57	54590	27396	18387	89	817	73	-601	552	3842013	-11853997	52266	32569	-150	24403	331"
"72010.57	54593	27390	18402	87	838	145	-917	553	3841948	-11854184	52263	32560	-122	24393	333"
"72011.57	54596	27398	18391	84	789	152	-653	551	3841882	-11854373	52257	32570	-136	24403	327"
"72012.57	54600	27393	18392	53	802	74	-872	550	3841817	-11854560	52247	32563	-102	24399	343"
"72013.57	54600	27388	18400	48	787	89	-804	551	3841752	-11854750	52244	32557	-92	24410	339"
"72014.57	54602	27376	18401	23	781	166	-675	549	3841686	-11854940	52242	32542	-70	24416	341"
"72015.57	54601	27374	18418	4	794	268	-1051	551	3841621	-11855126	52240	32540	-47	24413	331"
"72016.57	54597	27373	18399	-51	795	194	-963	551	3841556	-11855318	52239	32540	-28	24417	343"
"72017.57	54597	27357	18414	-56	772	145	-710	549	3841491	-11855508	52239	32520	-53	24419	333"
"72018.57	54595	27342	18437	-62	765	-145	-874	549	3841425	-11855699	52239	32503	-86	24431	334"
"72019.57	54597	27337	18433	-93	752	-377	-827	549	3841360	-11855889	52237	32497	-96	24429	335"
"72020.57	54601	27333	18428	-137	760	-491	-840	549	3841295	-11856079	52233	32492	-114	24426	334"
"72021.57	54606	27336	18446	-139	738	-202	-753	549	3841230	-11856271	52228	32494	-134	24423	320"
"72022.57	54613	27359	18505	-85	686	209	-762	544	3841164	-11856462	52221	32521	-126	24446	304"
"72023.57	54617	27361	18571	-48	685	-242	-684	543	3841099	-11856655	52213	32522	-119	24455	319"
"72024.57	54627	27359	18602	-44	682	-484	-879	543	3841033	-11856848	52205	32518	-76	24470	325"
"72025.57	54634	27357	18619	-66	698	-550	-729	545	3840968	-11857040	52197	32515	-539	24431	330"
"72026.57	54633	27357	18630	-90	712	-759	-783	545	3840902	-11857234	52189	32514	-569	24403	330"
"72027.57	54637	27348	18642	-121	742	-978	-1005	547	3840836	-11857425	52181	32503	-548	24367	338"
"72028.57	54645	27337	18694	-117	794	-1033	-767	551	3840769	-11857619	52172	32489	-506	24337	330"
"72029.57	54656	27330	18737	-104	809	-1159	-781	551	3840701	-11857813	52163	32479	-495	24316	341"
"72030.57	54658	27322	18783	-84	818	-1159	-869	552	3840633	-11858004	52154	32469	-445	24300	343"
"72031.57	54657	27318	18833	-64	840	-1070	-917	553	3840564	-11858197	52146	32464	-414	24290	340"
"72032.57	54664	27301	18898	-37	869	-1065	-699	554	3840495	-11858391	52140	32443	-380	24271	343"
"72033.57	54665	27301	18919	-36	854	-1032	-788	553	3840425	-11858584	52134	32443	-287	24270	332"
"72034.57	54669	27322	18925	-40	815	-904	-744	549	3840355	-11858778	52129	32467	-214	24270	344"
"72035.57	54673	27321	18941	-62	832	-848	-811	553	3840284	-11858970	52124	32465	-234	24266	332"
"72036.57	54675	27336	18984	-36	818	-469	-923	551	3840214	-11859164	52119	32483	-170	24270	331"
"72037.57	54679	27339	19031	-10	813	-547	-908	552	3840214	-11859164	52119	32486	-121	24277	330"
"72038.57	54672	27338	19048	-18	810	-603	-753	551	3840072	-11859551	52114	32486	-36	24285	333"
"72039.57	54674	27335	19095	-6	834	-444	-742	553	3840001	-11859745	52112	32482	33	24293	326"
"72040.57	54676	27333	19095	-29	828	-491	-792	553	3839930	-11859940	52112	32479	-79	24302	338"
"72041.57	54673	27332	19101	-48	824	-360	-1064	552	3839859	-11860134	52112	32479	-130	24289	335"
"72042.57	54672	27331	19132	-44	832	-290	-846	553	3839788	-11860330	52114	32477	-90	24300	340"
"72043.57	54669	27328	19156	-46	841	-290	-930	553	3839718	-11860525	52118	32474	-49	24301	345"
"72044.57	54664	27324	19173	-54	848	-388	-788	554	3839646	-11860720	52123	32470	-8	24303	353"
"72045.57	54659	27325	19191	-46	836	-600	-953	553	3839575	-11860917	52131	32472	-28	24318	411"
"72046.57	54640	27318	19206	-38	831	-382	-763	552	3839505	-11861114	52139	32467	-66	24320	410"
"72047.57	54626	27317	19242	-11	832	234	-931	553	3839434	-11861309	52150	32469	-33	24328	353"
"72048.57	54616	27318	19284	17	828	7	-867	553	3839364	-11861505	52166	32471	-53	24338	348"
"72049.57	54606	27307	19314	30	830	-30	-977	553	3839294	-11861704	52186	32460	-48	24341	340"
"72050.57	54599	27307	19286	-15	815	-246	-742	551	3839223	-11861900	52201	32461	-64	24353	346"
"72051.57	54594	27270	19389	61	853	99	-605	554	3839152	-11862099	52216	32418	-7	24349	337"
"72052.57	54589	27261	19365	34	815	243	-567	550	3839082	-11862295	52229	32408	-67	24366	369"
"72053.57	54574	27268	19372	17	841	478	-623	554	3839013	-11862494	52244	32420	-108	24359	402"
"72054.57	54551	27281	19372	8	842	833	-775	553	3838942	-11862693	52263	32439	-52	24360	399"
"72055.57	54523	27299	19356	12	778	586	-977	549	3838873	-11862890	52287	32464	-52	24378	407"
"72056.57	54499	27305	19341	21	713	465	-895	546	3838802	-11863089	52317	32475	-46	24399	420"
"72057.57	54469	27307	19336	30	673	228	-881	544	3838733	-11863289	52355	32483	-60	24426	427"
"72058.57	54438	27301	19364	52	680	68	-796	544	3838662	-11863488	52399	32481	-55	24428	394"
"72059.57	54414	27270	19416	59	760	-436	-815	549	3838593	-11863687	52446	32449	-66	24413	360"
"72060.57	54402	27221	19430	65	751	-552	-837	548	3838523	-11863885	52485	32392	-116	24406	314"
"72061.57	54403	27201	19462	113	687	-757	-752	545	3838454	-11864086	52519	32368	-124	24423	349"
"72062.57	54397	27193	19489	130	671	-1002	-1063	544	3838385	-11864284	52547	32360	-103	24446	330"
"72063.57	54393	27194	19504	118	688	-834	-914	545	3838315	-11864484	52567	32362	-44	24437	314"
"72064.57	54395	27194	19516	109	685	-676	-878	546	3838245	-11864685	52579	32361	-10	24454	289"
"72065.57	54402	27195	19521	81	698	-971	-748	546	3838176	-11864885	52582	32361	48	24453	287"
"72066.57	54410	27195	19554	81	718	-1090	-810	548	3838107	-11865084	52576	32360	80	24461	274"
"72067.57	54425	27197	19626	134	715	-1349	-816	547	3838037	-11865285	52562	32360	79	24474	263"
"72068.57	54442	27198	19727	186	778	-1263	-756	553	3837968	-11865488	52540	32358	-155	24466	259"
"72069.57	54451	27203	19749	184	772	-1136	-607	550	3837899	-11865689	52513	32362	-352	24446	252"
"72070.57	54474	27211	19793	200	779	-1064	-643	551	3837830	-11865892	52483	32368	-442	24428	263"
"72071.57	54494	27215	19863	251	784	-1248	-679	552	3837760	-11866094	52448	32369	-635	24402	284"
"72072.57	54499	27216	19835	171	839	-1283	-788	552	3837690	-11866294	52421	32369	-642	24372	299"
"72073.57	54507	27217	19861	174	865	-1681	-813	556	3837619	-11866497	52398	32370	-746	24300	334"
"72074.57	54504	27219	19857	196	794	-1687	-893	550	3837547	-11866698	52380	32372	-741	24304	361"
"72075.57	54500	27221	19835	157	806	-1236	-848	552	3837474	-11866899	52367	32376	-840	24258	374"
"72076.57	54495	27221	19867	161	856	-1515	-721	553	3837400	-11867099	52362	32377	-879	24215	391"
"72077.57	54482	27215	19889	171	886	-1627	-659	558	3837325	-11867299	52367	32372	-715	24168	396"
"72078.57	54469	27210	19929	228	866	-1726	-774	557	3837249	-11867498	52381	32368	-744	24159	408"
"72079.57	54451	27197	20036	355	865	-1368	-888	557	3837172	-11867697	52407	32356	-798	24139	404"
"72080.57	54431	27199	20034	359	864	-1329	-741	558	3837094	-11867894	52438	32361	-691	24113	418"
"72081.57	54409	27191	20073	389	908	-973	-648	560	3837015	-11868090	52473	32356	-687	24086	423"
"72082.57	54383	27184	20084	409	911	-465	-830	560	3836936	-11868287	52511	32352	-684	24055	422"
"72083.57	54354	27184	20039	362	919	-209	-659	559	3836855	-11868483	52552	32357	-627	24033	412"
"72084.57	54323	27183	20007	333	917	166	-691	559	3836775	-11868678	52595	32361	-536	23995	403"
"72085.57	54293	27181	19991	330	898	474	-646	559	3836693	-11868873	52641	32363	-450	23993	374"
"72086.57	54265	27177	19995	326	908	648	-739	559	3836612	-11869067	52683	32363	-443	23972	343"
"72087.57	54245	27186	19942	250	916	540	-639	558	3836529	-11869261	52721	32377	-439	23949	306"
"72088.57	54232	27179	20024	325	922	805	-589	560	3836446	-11869453	52756	32371	-475	23934	273"
"72089.57	54242	27174	20006	310	868	1060	-759	557	3836363	-11869648	52785	32364	-548	23938	226"
"72090.57	54242	27185	19919	229	777	1091	-755	552	3836279	-11869841	52804	32377	-575	23908	191"
"72091.57	54258	27196	19857	93	817	422	-610	553	3836195	-11870034	52809	32387	-524	23888	182"
"72092.57	54276	27192	19957	130	884	806	-734	557	3836110	-11870227	52798	32379	-449	23850	161"
"72093.57	54300	27199	19952	94	860	637	-588	553	3836025	-11870421	52768	32384	-372	23855	156"
"72094.57	54330	27213	19877	-28	845	149	-959	554	3835939	-11870613	52727	32395	-291	23816	156"
"72095.57	54362	27215	19984	33	876	526	-722	553	3835853	-11870808	52686	32392	-134	23826	169"
"72096.57	54388	27228	20059	89	865	803	-870	554	3835766	-11871002	52639	32403	-86	23841	180"
"72097.57	54409	27236	19991	-34	866	666	-810	556	3835679	-11871196	52592	32409	-97	23849	188"
"72098.57	54431	27247	20069	-20	941	-111	-794	559	3835592	-11871392	52554	32418	-23	23817	230"
"72099.57	54442	27246	20107	8	923	354	-868	558	3835505	-11871586	52519	32416	10	23842	229"
"72100.57	54453	27255	20114	-8	919	315	-848	557	3835418	-11871782	52486	32424	108	23846	239"
"72101.57	54461	27253	20213	78	937	-160	-781	558	3835331	-11871978	52457	32420	166	23870	272"
"72102.57	54463	27254	20255	116	928	-24	-775	557	3835245	-11872173	52433	32422	209	23895	285"
"72103.57	54464	27233	20438	286	981	-163	-722	561	3835159	-11872371	52415	32396	148	23917	288"
"72104.57	54463	27205	20530	393	973	-600	-721	563	3835073	-11872568	52402	32362	114	23949	295"
"72105.57	54458	27202	20507	371	958	-673	-823	562	3834987	-11872764	52397	32360	58	23961	301"
"72106.57	54453	27203	20509	362	972	-682	-804	563	3834902	-11872964	52398	32363	50	23962	309"
"72107.57	54449	27207	20536	380	990	-916	-662	563	3834817	-11873162	52404	32367	35	23966	308"
"72108.57	54441	27204	20548	419	946	-1177	-720	561	3834732	-11873358	52413	32366	-5	23972	306"
"72109.57	54436	27202	20636	523	942	-1202	-708	564	3834648	-11873558	52424	32363	-14	24001	301"
"72110.57	54437	27199	20694	579	962	-1351	-732	565	3834563	-11873757	52429	32360	7	24010	300"
"72111.57	54437	27199	20710	592	968	-815	-728	566	3834479	-11873956	52432	32361	-37	24015	295"
"72112.57	54436	27200	20713	577	996	-305	-753	566	3834395	-11874153	52434	32361	-30	24014	283"
"72113.57	54438	27200	20744	600	1014	242	-905	568	3834310	-11874353	52437	32361	12	24020	275"
"72114.57	54434	27201	20752	605	1013	737	-913	568	3834226	-11874552	52441	32363	15	24027	274"
"72115.57	54425	27200	20754	603	1013	688	-814	568	3834143	-11874749	52446	32364	15	24030	272"
"72116.57	54417	27201	20722	561	1016	608	-828	567	3834058	-11874948	52453	32366	22	24031	275"
"72117.57	54413	27202	20722	557	1015	477	-927	567	3833975	-11875148	52462	32368	-14	24031	267"
"72118.57	54406	27200	20741	580	1003	13	-837	566	3833892	-11875347	52470	32367	13	24039	264"
"72119.57	54406	27200	20758	612	973	-118	-798	567	3833809	-11875547	52476	32367	-19	24061	254"
"72120.57	54409	27201	20766	621	961	-199	-888	566	3833726	-11875746	52481	32368	-19	24063	241"
"72121.57	54417	27201	20778	616	975	14	-842	567	3833642	-11875946	52483	32366	15	24071	234"
"72122.57	54421	27204	20774	605	967	384	-819	566	3833560	-11876147	52482	32368	-10	24076	229"
"72123.57	54430	27205	20786	589	996	672	-869	567	3833477	-11876347	52478	32368	14	24078	231"
"72124.57	54436	27206	20788	574	1007	975	-978	567	3833394	-11876548	52471	32369	26	24079	228"
"72125.57	54436	27207	20789	556	1019	1207	-927	567	3833312	-11876747	52464	32370	21	24078	232"
"72126.57	54434	27209	20805	545	1053	1149	-823	568	3833229	-11876948	52461	32372	49	24075	238"
"72127.57	54432	27215	20813	524	1090	840	-874	568	3833147	-11877148	52459	32380	66	24074	241"
"72128.57	54433	27220	20819	515	1107	299	-802	569	3833064	-11877352	52459	32386	67	24071	246"
"72129.57	54428	27226	20799	483	1110	-312	-850	569	3832982	-11877552	52456	32394	24	24081	245"
"72130.57	54432	27235	20769	445	1106	-823	-1130	568	3832901	-11877755	52452	32403	19	24074	248"
"72131.57	54444	27246	20735	405	1094	-1307	-949	568	3832819	-11877956	52447	32415	6	24076	249"
"72132.57	54454	27249	20745	407	1100	-1641	-798	567	3832738	-11878157	52439	32417	0	24082	257"
"72133.57	54470	27256	20758	418	1100	-1704	-950	568	3832657	-11878360	52428	32422	-13	24090	259"
"72134.57	54484	27261	20814	481	1095	-1424	-786	569	3832576	-11878562	52412	32426	-14	24101	265"
"72135.57	54491	27282	20843	497	1119	-1580	-754	569	3832494	-11878766	52390	32450	19	24108	285"
"72136.57	54494	27264	20934	592	1147	-2454	-848	571	3832414	-11878970	52377	32427	35	24110	305"
"72137.57	54493	27213	21099	786	1157	-2716	-754	575	3832333	-11879171	52365	32368	-4	24141	321"
"72138.57	54498	27217	21087	781	1165	-2150	-1066	575	3832252	-11879373	52353	32371	-41	24151	328"
"72139.57	54498	27210	21070	788	1142	-1886	-737	575	3832172	-11879576	52343	32363	-64	24157	331"
"72140.57	54495	27210	21066	795	1148	-1807	-915	575	3832092	-11879780	52335	32363	-36	24155	342"
"72141.57	54483	27201	21074	823	1145	-1759	-829	576	3832011	-11879982	52331	32354	-88	24163	346"
"72142.57	54472	27201	21084	840	1169	-1737	-817	577	3831932	-11880183	52332	32356	-67	24161	350"
"72143.57	54453	27182	21086	853	1184	-1252	-704	577	3831851	-11880386	52338	32337	-63	24164	344"
"72144.57	54443	27166	21041	794	1226	-1556	-731	576	3831772	-11880587	52350	32320	-39	24146	345"
"72145.57	54427	27083	21045	813	1234	-1795	-632	579	3831692	-11880790	52365	32223	-31	24136	349"
"72146.57	54425	27055	21017	787	1242	-579	-633	578	3831612	-11880992	52383	32192	-37	24155	316"
"72147.57	54422	27043	20978	749	1243	414	-683	578	3831533	-11881193	52402	32178	-8	24146	311"
"72148.57	54403	27060	20941	722	1215	1442	-714	576	3831454	-11881395	52422	32200	27	24159	282"
"72149.57	54390	27053	20882	714	1106	1675	-569	572	3831375	-11881597	52445	32195	-62	24163	276"
"72150.57	54380	27106	20802	714	925	1855	-663	568	3831296	-11881800	52468	32259	-147	24225	255"
"72151.57	54373	27193	20715	613	916	215	-894	564	3831217	-11882002	52493	32364	-176	24206	257"
"72152.57	54358	27183	20736	621	941	-944	-688	566	3831138	-11882205	52512	32355	-234	24194	256"
"72153.57	54367	27173	20779	652	965	-1703	-712	567	3831059	-11882405	52528	32342	-285	24177	245"
"72154.57	54384	27174	20848	693	1019	-1427	-856	571	3830979	-11882607	52537	32340	-305	24175	236"
"72155.57	54406	27153	20834	655	1041	-1399	-741	570	3830900	-11882807	52537	32311	-225	24160	222"
"72156.57	54425	27182	20809	623	1029	-2217	-817	568	3830819	-11883010	52528	32343	-87	24145	232"
"72157.57	54446	27121	20777	569	1051	-3236	-580	571	3830740	-11883212	52508	32265	-76	24153	267"
"72158.57	54469	27042	20812	566	1113	-1141	-652	571	3830660	-11883415	52480	32168	-56	24144	233"
"72159.57	54479	27038	20760	546	1012	733	-751	564	3830580	-11883616	52448	32162	-9	24149	239"
"72160.57	54483	27088	20892	635	1104	1078	-588	573	3830500	-11883819	52425	32221	299	24188	282"
"72161.57	54479	27133	20988	707	1178	562	-759	573	3830420	-11884021	52408	32274	123	24192	324"
"72162.57	54459	27069	20986	749	1118	665	-648	575	3830341	-11884226	52400	32202	185	24197	320"
"72163.57	54429	27031	20928	680	1131	1546	-470	572	3830262	-11884427	52403	32162	124	24238	297"
"72164.57	54415	26985	20923	720	1057	-244	-526	576	3830183	-11884632	52414	32110	224	24191	311"
"72165.57	54396	26879	20771	767	640	754	-1011	559	3830105	-11884835	52434	31987	-428	24333	255"
"72166.57	54389	27064	20828	611	1009	1347	-650	568	3830027	-11885037	52456	32208	-109	24246	254"
"72167.57	54377	27089	20942	680	1118	1334	-783	573	3829949	-11885242	52478	32239	-88	24207	276"
"72168.57	54371	27015	20925	697	1032	929	-561	571	3829871	-11885446	52500	32153	-57	24203	264"
"72169.57	54351	26873	20646	648	500	1322	-483	554	3829793	-11885649	52520	31986	89	24291	273"
"72170.57	54353	26971	20723	646	596	3372	-708	563	3829714	-11885851	52536	32103	-219	24380	238"
"72171.57	54368	27122	20923	701	887	2064	-832	565	3829636	-11886057	52551	32280	-162	24266	254"
"72172.57	54359	27140	20845	603	880	1804	-669	564	3829557	-11886261	52563	32303	-143	24256	246"
"72173.57	54355	27164	20797	521	904	1622	-681	562	3829479	-11886465	52573	32333	-146	24235	222"
"72174.57	54356	27161	20759	472	877	1674	-734	561	3829400	-11886669	52582	32329	-158	24234	203"
"72175.57	54359	27173	20762	441	901	1431	-758	561	3829321	-11886875	52590	32343	-143	24224	188"
"72176.57	54363	27175	20768	429	896	1177	-931	560	3829242	-11887080	52593	32344	-110	24219	180"
"72177.57	54374	27185	20791	433	892	856	-786	560	3829163	-11887284	52592	32355	-77	24220	176"
"72178.57	54386	27190	20801	423	888	433	-783	560	3829084	-11887490	52585	32358	-35	24226	180"
"72179.57	54403	27194	20832	430	896	-112	-796	560	3829005	-11887694	52570	32361	0	24232	191"
"72180.57	54421	27197	20865	452	887	-631	-939	560	3828925	-11887900	52551	32361	32	24240	203"
"72181.57	54442	27195	20895	464	893	-994	-896	561	3828846	-11888106	52526	32355	47	24252	215"
"72182.57	54461	27196	20936	483	912	-837	-914	562	3828767	-11888314	52496	32352	85	24256	223"
"72183.57	54478	27199	20986	512	937	-592	-1141	564	3828688	-11888520	52464	32353	124	24274	234"
"72184.57	54489	27200	21012	520	958	-447	-1028	565	3828610	-11888726	52440	32353	185	24281	248"
"72185.57	54495	27197	21045	543	970	-88	-844	565	3828531	-11888935	52417	32348	226	24299	261"
"72186.57	54496	27197	21054	559	950	357	-858	565	3828454	-11889141	52398	32348	159	24315	272"
"72187.57	54489	27201	21070	596	907	538	-836	564	3828375	-11889350	52384	32353	73	24340	283"
"72188.57	54478	27199	21085	618	895	961	-1199	564	3828298	-11889557	52377	32353	40	24351	287"
"72189.57	54465	27198	21084	626	876	1467	-894	564	3828221	-11889766	52377	32355	-41	24356	287"
"72190.57	54450	27196	21074	644	817	2061	-954	563	3828144	-11889975	52386	32355	-78	24371	277"
"72191.57	54435	27197	20997	596	731	2143	-801	558	3828067	-11890181	52403	32358	-116	24387	272"
"72192.57	54414	27201	20948	543	716	1729	-885	556	3827990	-11890390	52425	32367	-156	24381	264"
"72193.57	54399	27205	20914	501	713	1325	-855	555	3827914	-11890600	52453	32374	-206	24374	252"
"72194.57	54388	27205	20876	448	712	1103	-865	553	3827837	-11890807	52480	32376	-214	24362	236"
"72195.57	54389	27209	20823	387	690	780	-813	550	3827760	-11891016	52499	32380	-232	24349	220"
"72196.57	54392	27218	20765	297	704	177	-762	549	3827683	-11891225	52514	32390	-206	24338	209"
"72197.57	54402	27217	20794	296	737	-450	-962	549	3827606	-11891435	52524	32388	-190	24316	206"
"72198.57	54415	27212	20868	352	756	-995	-897	553	3827528	-11891642	52526	32379	-201	24317	211"
"72199.57	54435	27211	20911	377	770	-1117	-824	554	3827450	-11891851	52520	32375	-193	24316	219"
"72200.57	54457	27214	20953	399	787	-1080	-824	555	3827372	-11892060	52505	32374	-146	24310	229"
"72201.57	54477	27211	21008	432	820	-1134	-840	557	3827294	-11892269	52482	32367	-100	24312	244"
"72202.57	54487	27209	21044	453	841	-1231	-1070	559	3827216	-11892476	52457	32364	-34	24311	258"
"72203.57	54496	27208	21052	441	873	-1233	-812	560	3827137	-11892687	52430	32360	24	24315	274"
"72204.57	54501	27203	21054	430	896	-887	-823	561	3827059	-11892896	52412	32354	104	24318	285"
"72205.57	54503	27189	21097	466	922	-643	-823	562	3826981	-11893106	52396	32338	129	24329	297"
"72206.57	54494	27166	21177	531	980	-215	-794	565	3826904	-11893315	52385	32311	100	24331	304"
"72207.57	54479	27157	21210	572	984	232	-900	566	3826827	-11893525	52379	32303	42	24340	308"
"72208.57	54462	27152	21197	572	966	600	-973	566	3826750	-11893735	52381	32300	27	24350	304"
"72209.57	54444	27154	21187	576	944	776	-759	565	3826674	-11893946	52390	32305	-46	24358	296"
"72210.57	54429	27155	21186	591	921	1155	-816	565	3826597	-11894155	52407	32309	-52	24360	281"
"72211.57	54413	27160	21141	555	892	1286	-946	563	3826520	-11894365	52431	32318	-103	24368	271"
"72212.57	54399	27163	21092	500	887	1326	-907	561	3826443	-11894575	52458	32324	-128	24359	256"
"72213.57	54391	27163	21067	468	881	1480	-797	560	3826443	-11894575	52458	32326	-176	24356	237"
"72214.57	54385	27164	21037	428	872	1445	-1024	560	3826290	-11894995	52502	32327	-187	24342	220"
"72215.57	54385	27170	21001	387	848	1366	-796	558	3826290	-11894995	52502	32334	-216	24340	207"
"72216.57	54388	27178	20989	361	841	975	-1030	558	3826214	-11895206	52519	32344	-232	24338	202"
"72217.57	54393	27185	20987	351	824	487	-859	556	3826136	-11895416	52532	32351	-225	24329	198"
"72218.57	54401	27187	21020	373	819	75	-910	556	3826059	-11895625	52541	32352	-223	24328	196"
"72219.57	54417	27171	21118	437	879	-236	-913	560	3825982	-11895836	52544	32330	-197	24317	198"
"72220.57	54434	27166	21186	495	890	-310	-712	562	3825905	-11896046	52541	32321	-189	24320	205"
"72221.57	54446	27166	21218	516	891	-46	-948	562	3825827	-11896256	52529	32320	-151	24318	209"
"72222.57	54459	27163	21277	564	906	662	-1247	564	3825749	-11896466	52512	32313	-118	24323	213"
"72223.57	54468	27169	21274	567	871	1615	-816	562	3825671	-11896675	52491	32319	-102	24329	217"
"72224.57	54469	27175	21239	541	821	2148	-796	560	3825593	-11896888	52470	32327	-77	24341	230"
"72225.57	54461	27177	21218	520	799	2393	-1145	559	3825514	-11897096	52457	32330	-56	24349	234"
"72226.57	54453	27187	21181	484	772	2224	-744	557	3825436	-11897309	52447	32343	-35	24350	238"
"72227.57	54438	27197	21155	464	743	1947	-715	555	3825358	-11897520	52442	32358	-68	24358	231"
"72228.57	54428	27202	21142	464	700	1699	-907	553	3825279	-11897729	52443	32365	-111	24364	227"
"72229.57	54419	27204	21120	443	676	1421	-906	551	3825202	-11897940	52450	32369	-152	24368	222"
"72230.57	54419	27203	21119	425	689	1233	-916	551	3825123	-11898153	52460	32369	-161	24354	215"
"72231.57	54422	27203	21134	426	698	975	-859	552	3825044	-11898363	52472	32367	-184	24351	214"
"72232.57	54424	27205	21132	415	692	585	-800	551	3824966	-11898574	52477	32369	-197	24345	214"
"72233.57	54431	27204	21152	431	682	200	-908	552	3824888	-11898785	52480	32367	-236	24346	213"
"72234.57	54439	27202	21170	429	706	-211	-769	552	3824809	-11898996	52482	32364	-235	24334	216"
"72235.57	54448	27203	21183	422	729	-305	-729	553	3824729	-11899208	52481	32363	-214	24323	218"
"72236.57	54462	27203	21217	438	755	-319	-811	554	3824650	-11899418	52477	32361	-180	24312	224"
"72237.57	54474	27203	21241	454	763	-367	-689	555	3824571	-11899630	52469	32358	-133	24317	232"
"72238.57	54479	27200	21261	462	782	-178	-790	557	3824491	-11899839	52458	32354	-77	24310	241"
"72239.57	54480	27199	21288	485	793	134	-800	557	3824412	-11900051	52441	32353	-43	24316	252"
"72240.57	54477	27196	21287	483	791	375	-967	557	3824332	-11900261	52433	32350	-11	24320	261"
"72241.57	54476	27197	21273	481	764	705	-891	556	3824253	-11900473	52425	32352	8	24330	264"
"72242.57	54467	27199	21245	466	732	1139	-861	555	3824173	-11900685	52420	32355	41	24339	267"
"72243.57	54459	27202	21220	456	695	1223	-937	552	3824093	-11900898	52418	32360	12	24362	266"
"72244.57	54448	27203	21187	428	675	1333	-832	551	3824014	-11901107	52419	32364	24	24355	261"
"72245.57	54436	27205	21170	416	655	1078	-837	549	3823935	-11901319	52425	32368	-19	24367	262"
"72246.57	54423	27203	21160	400	660	439	-888	549	3823856	-11901530	52436	32367	-50	24368	256"
"72247.57	54421	27194	21186	413	684	174	-860	551	3823777	-11901743	52450	32357	-82	24361	246"
"72248.57	54419	27192	21213	426	710	-12	-939	553	3823698	-11901954	52462	32355	-120	24356	234"
"72249.57	54425	27201	21229	443	702	-19	-940	552	3823620	-11902168	52470	32364	-139	24354	226"
"72250.57	54434	27202	21259	466	705	105	-852	553	3823541	-11902378	52477	32364	-168	24353	222"
