"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"71212.600","100368","29099","10957","576","110","-465","-569","554","3743130","-12205553","151","29069","6650","1757","2188"
"71213.600","100021","29097","10646","622","112","63","-763","562","3743244","-12205560","354","29095","6923","3022","2255"
"71214.600","99570","29060","10372","665","-12","229","-529","564","3743349","-12205535","669","29096","7124","4360","2312"
"71215.600","99213","29025","10136","651","-47","74","-563","567","3743437","-12205481","1032","29090","7055","5598","2332"
"71216.600","98913","29014","9830","681","-190","587","-866","564","3743512","-12205418","1342","29104","7396","6888","2301"
"71217.600","98547","28968","9607","572","65","-467","-399","553","3743575","-12205339","1626","29090","7525","8136","2151"
"71218.600","98317","28943","9380","528","19","-154","-549","556","3743632","-12205248","1932","29083","7603","9361","1969"
"71219.600","97993","28930","9224","568","-194","373","-507","565","3743666","-12205145","2199","29098","7430","10534","1816"
"71220.600","97826","28921","9150","400","-250","-115","-453","564","3743662","-12205019","2424","29103","7372","11635","1679"
"71221.600","97787","28911","9069","291","-483","1588","-689","551","3743658","-12204908","2633","29096","7212","12670","1553"
"71222.600","97552","28893","9050","199","-347","412","-594","549","3743636","-12204802","2784","29098","7080","13830","1385"
"71223.600","97378","28878","8930","139","-488","810","-606","551","3743598","-12204705","2844","29098","7344","14959","1232"
"71224.600","97363","28877","8893","59","-475","345","-590","549","3743541","-12204620","2918","29098","6970","15956","1028"
"71225.600","97350","28874","9050","-43","-354","136","-644","525","3743474","-12204554","2997","29097","7185","16975","895"
"71226.600","97544","28873","9149","7","-206","1060","-708","523","3743396","-12204496","3096","29079","6255","17918","670"
"71227.600","98073","28891","9349","178","-182","1134","-684","528","3743305","-12204464","3156","29052","1417","17840","645"
"71228.650","98057","28872","9720","240","-48","413","-598","523","3743219","-12204448","3202","29034","169","17297","790"
"71229.650","98084","28875","9952","235","-21","60","-686","522","3743131","-12204435","3218","29035","127","17290","772"
"71230.650","98074","28869","10218","247","26","280","-813","522","3743043","-12204418","3223","29030","345","17430","769"
"71231.650","98105","28862","10325","162","-90","-216","-545","508","3742954","-12204402","3225","29020","99","17374","788"
"71232.650","98099","28862","10459","146","-162","-417","-475","507","3742861","-12204385","3233","29021","102","17279","797"
"71233.650","98084","28868","10583","40","-244","-913","-646","521","3742768","-12204369","3245","29028","82","17318","962"
"71234.650","98087","28863","10796","104","-196","-413","-662","514","3742672","-12204353","3260","29023","197","17300","912"
"71235.650","98090","28854","11064","176","-98","-397","-818","527","3742575","-12204337","3283","29014","95","17335","806"
