R0: PRELIMINARY DATA                                                                                                                                                                                    ,,,,,,,,,,,,,,,
TIME_UTC, P, T, TAS, U, V, W, TEDR, REYN, G_LAT, G_LONG, G_ALT, POT, ROLL, HDG, PITCH                                                                                                                   
63726.9,100796,28839,11662,106,-118,-149,-832,476,3742839,-12205433,-354,28774,736,33844,1205
63727.9,100504,28814,11790,36,-203,-348,-574,523,3742934,-12205484,-347,28773,2053,34148,1570
63728.9,100317,28778,11882,97,-253,-371,-779,522,3743031,-12205532,-330,28752,3452,34811,1747
63729.9,100089,28769,11854,146,-234,-341,-699,524,3743132,-12205579,-270,28761,4482,35484,1845
63730.9,99694,28738,11810,129,-252,-247,-885,528,3743235,-12205622,-189,28763,4850,243,1973
63731.9,99233,28712,11754,87,-294,-230,-721,531,3743338,-12205654,-95,28775,5004,1021,2132
63732.9,99025,28702,11548,117,-208,-103,-544,531,3743441,-12205674,42,28782,5237,1695,2241
63733.9,98842,28689,11333,180,-129,75,-823,518,3743541,-12205677,248,28784,5296,2303,2252
63734.9,98457,28677,11148,203,-76,406,-816,513,3743639,-12205663,522,28805,5332,2958,2310
63735.9,98176,28668,10938,218,7,603,-799,516,3743734,-12205632,842,28819,5221,3556,2323
63736.9,97867,28661,10767,221,69,798,-597,522,3743824,-12205587,1216,28838,5169,4107,2339
63737.9,97564,28646,10600,251,116,1000,-569,524,3743909,-12205520,1603,28848,5114,4668,2325
63738.9,97323,28629,10474,292,132,969,-812,533,3743988,-12205433,2055,28851,5141,5132,2236
63739.9,97008,28611,10399,279,138,979,-696,530,3744059,-12205328,2538,28860,5159,5653,2170
63740.9,96713,28594,10358,251,143,1016,-658,530,3744124,-12205219,2988,28869,5120,6136,2052
63741.9,96353,28578,10340,196,162,1285,-683,520,3744182,-12205114,3330,28883,5126,6679,2008
63742.95,96093,28556,10304,206,161,1153,-767,524,3744234,-12205017,3603,28883,5077,7186,1875
63743.95,95819,28543,10289,213,154,1106,-1010,523,3744280,-12204914,3839,28893,5103,7686,1792
63744.95,95606,28539,10328,177,132,1176,-648,515,3744318,-12204809,4056,28908,5091,8150,1685
63745.95,95411,28528,10388,151,101,997,-792,511,3744352,-12204699,4241,28913,5020,8611,1556
63746.95,95229,28519,10439,142,87,832,-813,504,3744376,-12204588,4415,28921,4990,9072,1479
63747.95,95067,28521,10480,157,42,926,-688,499,3744393,-12204470,4577,28936,4848,9504,1381
63748.95,94956,28515,10549,157,40,1043,-787,503,3744402,-12204352,4726,28939,4588,9896,1295
63749.95,94864,28511,10649,152,101,1153,-712,509,3744402,-12204232,4865,28943,3952,10238,1235
63750.95,94802,28506,10768,163,214,1150,-847,528,3744395,-12204113,4981,28944,2802,10421,1206
63751.95,94739,28500,10931,150,304,603,-663,531,3744380,-12203992,5095,28943,1341,10443,1183
63752.95,94610,28497,11052,161,278,108,-679,532,3744360,-12203868,5222,28952,414,10398,1207
63753.95,94477,28514,11151,165,195,173,-633,521,3744337,-12203740,5365,28981,401,10356,1262
63754.95,94327,28527,11224,187,132,14,-782,513,3744316,-12203617,5472,29007,298,10390,1381
63755.95,94194,28503,11304,202,138,1,-610,525,3744294,-12203492,5582,28994,225,10415,1458
63756.95,94062,28548,11402,196,203,-55,-624,525,3744271,-12203367,5690,29052,186,10425,1524
63757.95,93906,28615,11420,272,299,-89,-680,543,3744248,-12203239,5799,29133,144,10483,1573
63758.95,93738,28613,11458,293,303,39,-641,543,3744221,-12203112,5926,29147,122,10510,1603
63759.95,93572,28615,11523,279,311,29,-605,541,3744193,-12202983,6051,29163,121,10505,1587
63760.95,93398,28624,11561,299,342,58,-902,546,3744162,-12202854,6170,29188,101,10533,1576
63761.95,93212,28634,11568,370,420,67,-647,555,3744135,-12202727,6314,29215,104,10564,1546
63762.95,93016,28640,11585,417,443,66,-874,559,3744109,-12202599,6475,29239,58,10571,1511
63763.95,92836,28644,11620,441,442,235,-794,560,3744083,-12202470,6642,29258,17,10563,1461
63764.95,92666,28635,11678,452,446,67,-857,560,3744060,-12202343,6825,29265,-95,10572,1421
63765.95,92481,28633,11752,460,478,-173,-1152,561,3744034,-12202211,7011,29280,-324,10549,1428
63766.95,92311,28628,11803,464,433,-190,-675,560,3744008,-12202079,7186,29290,-250,10527,1421
63767.95,92152,28656,11892,445,445,-229,-783,559,3743982,-12201947,7354,29333,-174,10503,1407
63768.95,91997,28658,11967,446,491,-122,-898,562,3743956,-12201815,7523,29350,-257,10509,1382
