"TIME_UTC","P","T","TAS","U","V","W","TEDR","REYN","G_LAT","G_LONG","G_ALT","POT","ROLL","HDG","PITCH "
"73040.920","98344","29051","9576","32","-158","-1196","-699","504","3743101","-12205632","869","29190","8237","4575","2153"
"73041.920","98233","29042","9399","88","-224","-707","-639","526","3743171","-12205587","1194","29190","8512","5499","1711"
"73042.920","97947","29009","9180","211","-196","-537","-824","527","3743227","-12205499","1615","29181","8206","6612","1298"
"73043.920","97620","28992","9070","249","-140","-1306","-611","520","3743268","-12205384","2035","29193","8177","7851","996"
"73044.920","97305","28970","9127","189","-200","-1739","-679","525","3743293","-12205269","2323","29197","7773","9085","738"
"73045.920","97234","28959","9153","201","-485","-1438","-604","558","3743294","-12205147","2507","29192","7394","10216","547"
"73046.920","97336","28957","9196","183","-529","-1079","-711","555","3743279","-12205024","2678","29181","6899","11289","434"
"73047.920","97294","28948","9253","173","-527","-1458","-674","555","3743253","-12204912","2674","29176","6607","12388","391"
"73048.920","97349","28950","9275","213","-596","-1184","-514","560","3743216","-12204814","2555","29173","6170","13416","406"
"73049.920","97381","28956","9373","219","-559","-948","-550","558","3743164","-12204724","2419","29177","5715","14436","505"
"73050.920","97495","28966","9508","124","-595","-1519","-705","559","3743101","-12204641","2260","29177","5737","15403","624"
"73051.920","97486","28964","9648","43","-540","-1910","-642","554","3743028","-12204573","2159","29176","5700","16421","745"
"73052.920","97466","28970","9696","20","-540","-1600","-882","553","3742945","-12204522","2106","29183","5649","17476","860"
"73053.920","97333","28962","9737","-38","-511","-1695","-812","552","3742849","-12204500","2087","29186","5742","18588","1023"
"73054.920","97373","28969","9762","-79","-463","-1959","-815","547","3742744","-12204505","2109","29190","5411","19572","1229"
"73055.920","97529","28975","9685","-82","-496","-1442","-701","551","3742650","-12204519","2123","29183","5801","20537","1352"
"73056.970","97432","28967","9646","-116","-466","-1224","-738","550","3742561","-12204549","2142","29183","6001","21699","1323"
"73057.970","97535","28976","9651","-116","-414","-977","-653","544","3742478","-12204598","2188","29184","6225","22667","1238"
"73058.970","97710","28979","9772","-30","-327","-651","-741","535","3742403","-12204659","2245","29171","5796","23418","1098"
"73059.970","97909","28984","10000","94","-225","311","-899","523","3742335","-12204737","2310","29160","4070","23780","1091"
"73060.970","97967","28969","10110","112","-265","179","-789","526","3742276","-12204821","2401","29139","1661","23761","1231"
"73061.970","97854","28958","10234","150","-322","-206","-589","536","3742220","-12204915","2493","29138","-120","23583","1370"
"73062.970","97647","28955","10368","169","-269","-300","-701","533","3742163","-12205011","2624","29153","-172","23480","1616"
"73063.970","97505","28935","10329","101","-327","-276","-593","536","3742107","-12205107","2757","29145","-20","23539","1797"
"73064.970","97334","28935","10434","132","-239","-514","-739","518","3742053","-12205204","2891","29160","45","23565","1939"
"73065.970","97131","28931","10558","227","-146","-277","-643","519","3742000","-12205302","3036","29173","-66","23519","2049"
"73066.970","96932","28920","10571","255","-125","-69","-692","533","3741948","-12205399","3198","29179","62","23528","2045"
"73067.970","96697","28895","10617","352","-166","-220","-509","542","3741897","-12205494","3396","29174","153","23564","2003"
